¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Õ(413.30, 14.19, 246.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.13507
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16288
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.56078
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 15.00377
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.75465
(412.81, 14.17, 246.42) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 12.74277
(412.81, 14.17, 246.42) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 12.73931
(412.81, 14.17, 246.42) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 12.73833
(412.81, 14.17, 246.42) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 12.78524
(412.81, 14.17, 246.42) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.06161
Å(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.50805
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.99085
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.30813
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142399
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46029
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795991
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217834
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.689717
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22101
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.823552
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34501
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81285
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40446
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10152
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21597
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.25569
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.97113
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.71387
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.91996
(412.81, 14.17, 246.42) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.43044
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.91362
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.67108
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.58611
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.40504
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.11832
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.38494
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.13987
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455311
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784651
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192455
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661207
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.188776
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.786832
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3545
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83862
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46429
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16912
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26828
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.96579
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.9379
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.67236
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.58245
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.50079
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.48128
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.53038
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.44735
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.31115
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.25032
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.46427
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137198
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.445333
Ò(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773703
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166865
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632534
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156378
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.749954
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36437
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89257
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52486
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2376
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31977
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.69006
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.65335
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.623
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.59543
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.57061
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.54852
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.52913
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.51243
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.4984
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.48702
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.47829
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.4722
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.46873
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.46789
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.46968
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.47409
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134395
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435286
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762743
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.141181
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603673
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.123766
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712828
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37687
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94717
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58618
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30702
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3704
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.42445
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.39192
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.36214
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.33509
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.31073
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.28906
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.27003
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.25364
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.23987
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.2287
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.22013
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.21414
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.21073
Ó(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.2099
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.21164
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.21596
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.126478
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425238
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.751726
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.115288
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.574663
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091042
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675597
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31808
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96292
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6483
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37731
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.21218
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.42139
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.39804
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.37739
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.35939
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.34404
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.33132
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.32122
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.31373
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.30884
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.30654
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.30685
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.30974
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.31524
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.32333
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.33404
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.34737
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.117237
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.415139
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.740652
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097716
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545494
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.058119
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.638162
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25458
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89103
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61413
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44268
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.97308
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.4191
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.54076
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.51998
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.5019
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.48649
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.47373
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.46363
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.45616
Ì(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.45132
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.4491
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.44951
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.45254
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.45819
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.46648
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.4774
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.49098
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107945
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405019
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.729561
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.085524
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516187
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.025046
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.600595
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19173
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81992
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53302
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34935
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.74492
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.38957
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.76327
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.45464
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.58779
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.67285
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.63915
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.60956
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.58406
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.56264
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.54525
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.5319
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.52256
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.51724
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.51591
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.51858
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.90015
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.098627
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.394849
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718443
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.073315
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.48676
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.991865
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.562914
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12951
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74959
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45289
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25723
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.52705
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.35962
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.72677
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.40921
Ï(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.52971
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.31986
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.28672
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.25763
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.23256
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.22443
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.22142
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.22235
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.22724
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.23606
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.24885
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.2656
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.99555
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.089288
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.384676
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707307
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061056
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.457201
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.958578
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.523983
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06796
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68005
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37372
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16632
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 12.31887
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 13.32924
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 14.68978
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.3632
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 18.47094
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.51192
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.49303
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.47816
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.46731
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.46045
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.45758
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.4587
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.46381
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.47292
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.48603
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.50315
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.09383
(412.81, 14.17, 246.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079925
