¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
… (378.49, 14.78, 274.48) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 10.15911
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.04139
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.11629
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.24588
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.26481
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.30009
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.33762
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.37746
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.41965
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.924962
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.15316
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395455
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65482
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.937551
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.246831
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586518
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951454
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.34755
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786997
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.277149
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.832702
ï(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46313
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18227
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.968579
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.998543
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.03065
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.893038
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.866645
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.842308
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.82
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.949555
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.930963
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.914366
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.899752
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.393047
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.382892
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.374582
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.917769
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.145336
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385728
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644293
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.926019
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234212
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.572643
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934433
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328717
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.766066
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.256679
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.811353
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4389
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15453
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.919178
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.88693
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.856804
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.782853
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.776751
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.772562
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.756961
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.737039
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.719088
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.703091
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.689033
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.454563
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.455656
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.458592
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.910622
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.137633
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.376129
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633823
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.914649
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.221732
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.558938
ï(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.917677
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310195
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7455
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.237126
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.790375
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41512
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12731
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.836208
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.816132
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.798042
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.781922
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.767757
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.755531
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.745234
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.736855
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.730388
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.72582
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.723152
(378.50, 14.69, 273.69) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.364659
(378.50, 14.69, 273.69) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.354388
(378.50, 14.69, 273.69) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.34596
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.903545
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.129971
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366668
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623527
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903423
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.209421
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545383
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.901176
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.291973
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72523
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.216449
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.769767
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39172
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10053
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.931435
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.911165
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.892901
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.876627
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.862329
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.849986
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.83959
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.831132
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.824602
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.819994
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.817302
(378.50, 14.69, 273.69) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.162015
(378.50, 14.69, 273.69) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.152204
(378.50, 14.69, 273.69) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.144194
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.896517
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.121492
æ(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.357297
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.613352
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.892272
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197281
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532022
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.88495
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274034
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.705328
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.196099
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.749541
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36875
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07427
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88531
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.01003
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.991584
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.97515
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.960708
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.948244
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.937748
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.929206
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.922611
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.917959
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 9.915242
(378.50, 14.69, 273.69) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.96967
(378.50, 14.69, 273.69) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.960284
(378.50, 14.69, 273.69) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.952662
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.889597
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.112974
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.348064
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60331
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88134
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18527
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517691
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.868952
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.256407
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.685733
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.17597
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.729671
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34622
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04851
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.51179
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.11287
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.09424
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.07764
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.06305
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.05046
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.03986
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.03123
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.02457
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.01988
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.01713
ä(378.50, 14.69, 273.69) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.786914
(378.50, 14.69, 273.69) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.777923
(378.50, 14.69, 273.69) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.770658
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.882672
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104537
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.338938
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.593387
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870522
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173435
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503397
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.853266
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.239049
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.666462
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156172
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.710144
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32411
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02319
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.29808
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.21986
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.20103
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.18426
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.16952
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.1568
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.14608
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.13737
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.13064
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.1259
(378.50, 14.69, 273.69) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.623427
(378.50, 14.69, 273.69) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.613105
(378.50, 14.69, 273.69) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.604485
(378.50, 14.69, 273.69) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.597555
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.489566
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.096236
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.32994
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583605
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859817
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161748
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489364
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837836
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.222017
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647538
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.136651
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.690993
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30238
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99843
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 11.0943
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.33117
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.31215
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.29519
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.28029
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.26744
Ğ(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.25661
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.2478
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.241
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.2362
(378.50, 14.69, 273.69) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.457593
(378.50, 14.69, 273.69) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.447648
(378.50, 14.69, 273.69) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.439372
(378.50, 14.69, 273.69) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.432752
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.48324
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.688831
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.321055
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573949
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84929
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150209
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.475559
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.822663
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205248
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.628963
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.117402
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.672208
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2811
(378.50, 14.69, 273.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9741
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.96805
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.447
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.42776
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.41062
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.39555
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.42653
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.41554
(378.50, 14.69, 273.69) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 10.4066
