¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
²(341.45, 6.99, 371.50) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 13.75712
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32082
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5925
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8782
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.159123
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.496641
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.869167
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.282351
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.743131
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.25893
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31548
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45716
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60485
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76516
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9418
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12653
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31986
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52231
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73446
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95693
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17829
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39657
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62199
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85829
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1062
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3665
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64991
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95803
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.162654
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.500532
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.873475
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.287146
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.746112
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.260227
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33928
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48169
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63206
à(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80234
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98031
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16645
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3613
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56536
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77921
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00349
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22137
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43801
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67774
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93798
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21177
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50006
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80097
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59694
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.165978
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.504196
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.877531
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.288373
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.745806
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.270429
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36458
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50778
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66963
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84123
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02063
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20829
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40474
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61046
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82311
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06169
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31826
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55917
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81217
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0782
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35817
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65239
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92877
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75823
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.16909
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.507067
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.877382
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.287827
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.745193
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.280221
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.887693
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54327
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70886
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88192
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06182
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24607
Ş(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43884
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64066
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85206
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21228
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44674
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69295
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95164
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22375
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51021
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77976
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06151
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9257
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.170734
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.506399
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.876644
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.287004
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.752971
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.289597
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.898383
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57945
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74176
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91127
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08844
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27366
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46749
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6704
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97115
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34022
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57995
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83173
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09638
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37486
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63881
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91213
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18359
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09951
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.169928
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.505511
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.875659
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.285913
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.760891
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.298555
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.908592
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60497
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76815
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93863
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11674
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30305
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49794
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70202
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23927
Ù(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47284
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71807
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97573
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24663
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50539
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77078
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04955
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34393
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.16892
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.504401
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.874432
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.290248
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.768437
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.307093
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.918324
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63205
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79617
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9676
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14681
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33419
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53026
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88549
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37132
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61031
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8613
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12508
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37912
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63698
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90773
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1923
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51025
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.167711
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.50307
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.87296
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.296625
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.775603
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.315202
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.92757
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66064
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82576
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99827
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17857
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36714
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56445
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16801
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50818
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75284
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00987
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25961
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51036
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77353
Î(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04995
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81483
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68273
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.166303
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.501518
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.87409
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.302664
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.782389
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.322879
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.936325
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69081
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.857
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0306
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21209
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40191
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80394
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41133
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64998
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90062
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14647
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39053
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64653
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91523
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19758
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97432
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2878
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.164694
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.499748
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.879188
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.308359
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.78879
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.330122
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.944584
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72258
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8899
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06467
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24739
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46249
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08331
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5525
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79702
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03943
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27709
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5263
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78774
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06234
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35092
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77222
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.162888
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.497878
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.883978
Ê(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.31371
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.794804
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.336927
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.947578
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75597
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92442
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10044
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28449
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72566
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37692
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6988
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93815
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16976
(341.58, 6.90, 371.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41251
