¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¢(336.39, 7.37, 332.59) (317.06, 1.79, 303.65) (1.40, 1.43, 1.36) Tools 20.68661
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.167553
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369671
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.588865
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875128
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188843
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.53407
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915781
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.404657
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828169
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.256327
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.730176
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42823
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31263
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32943
(336.12, 7.34, 332.26) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.56023
(336.12, 7.34, 332.26) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.53241
(336.12, 7.34, 332.26) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.50734
(336.12, 7.34, 332.26) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.48499
(336.12, 7.34, 332.26) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.46533
(336.12, 7.34, 332.26) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.44835
(336.12, 7.34, 332.26) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.43402
(336.12, 7.34, 332.26) (318.44, 0.63, 315.68) (1.34, 1.29, 1.31) Tools 14.83961
˜(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.951467
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.169509
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.371766
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.610135
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.898374
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.21436
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562242
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946964
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432527
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.820607
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.24804
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.720995
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41491
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29695
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31725
(336.12, 7.34, 332.26) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.53292
(336.12, 7.34, 332.26) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.50517
(336.12, 7.34, 332.26) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.48016
(336.12, 7.34, 332.26) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.45785
(336.12, 7.34, 332.26) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.43824
(336.12, 7.34, 332.26) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.4213
(336.12, 7.34, 332.26) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.407
(336.12, 7.34, 332.26) (318.44, 0.63, 315.68) (1.34, 1.29, 1.31) Tools 14.88084
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.953968
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.171698
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.374104
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631596
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921838
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240129
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590647
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978515
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.42607
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813519
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.240189
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712285
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40161
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28126
(336.12, 7.34, 332.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33274
(336.12, 7.34, 332.26) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.50836
(336.12, 7.34, 332.26) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.48066
(336.12, 7.34, 332.26) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.4557
(336.12, 7.34, 332.26) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.43344
(336.12, 7.34, 332.26) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.41387
(336.12, 7.34, 332.26) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.39696
(336.12, 7.34, 332.26) (319.87, 0.63, 315.95) (1.48, 1.29, 1.46) Tools 13.3827
(336.12, 7.34, 332.26) (318.44, 0.63, 315.68) (1.34, 1.29, 1.31) Tools 14.92307
(336.12, 7.34, 332.26) (315.85, 0.78, 316.63) (1.36, 1.29, 1.38) Tools 17.43266
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.491323
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.690947
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.891886
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.080408
†(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.282659
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.495424
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.721283
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.977234
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.259427
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.503157
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.756436
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.072159
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.488827
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.944665
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.428264
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.991953
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54516
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14153
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13163
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53991
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95159
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82783
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48531
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52683
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.488046
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.68741
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.888637
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.076933
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.278933
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.491082
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.716617
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.971354
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.25304
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.496312
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.746359
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.059693
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.468521
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.937721
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.413055
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.992755
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54359
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15119
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1274
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.60102
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00405
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91406
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61884
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49913
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.484856
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.683967
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.885665
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.073753
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.275524
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.487112
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.712348
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.965851
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.247064
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.490139
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.739748
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.047903
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.448655
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.931545
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.398423
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.9945
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.543
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16213
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10612
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.61208
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05933
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01526
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75655
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47525
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.481755
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.680621
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.882969
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.070869
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272432
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.483512
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.708479
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.960725
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.241495
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.484637
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.733856
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.036785
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.429232
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.926134
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.38437
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.997197
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54339
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17436
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08559
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.5772
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1175
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12023
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89858
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.45521
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.478741
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.677369
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.880548
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.06828
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.269656
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.480281
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.705006
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.955971
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.236334
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.479806
ƒ(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.728681
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.026336
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.410242
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.92149
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.370887
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00084
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54474
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18673
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06583
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54254
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17857
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22909
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04503
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.439
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.475817
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.674212
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.878404
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.065986
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.267197
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.477419
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.701931
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.951593
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.231578
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.475642
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.724221
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.01655
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.391688
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.917605
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.357976
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.989387
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54708
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18936
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04682
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.5081
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24262
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34194
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.19602
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.42662
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.47298
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.671152
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.876534
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.063986
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.265053
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.474925
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.699251
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.947588
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.227229
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.472144
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.720477
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.007427
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.373571
‚(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.898706
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.345633
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.975294
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55039
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19309
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02856
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47388
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32644
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30439
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33375
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41799
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.470233
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.668187
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.87494
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.062281
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.263225
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.4728
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.696967
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.943955
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.223285
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.46931
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.717442
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.998964
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.355885
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.878688
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.337504
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.961852
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55468
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.19792
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01104
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.4399
(335.89, 7.29, 331.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38521
