¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¤(341.68, 7.28, 379.28) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 16.34836
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.819978
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.019986
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.22497
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.445704
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.68402
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.942039
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.240644
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322506
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733058
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.318287
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.98664
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69784
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29398
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54467
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69814
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.98221
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.95447
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.92936
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.90686
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.88695
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.8696
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.85481
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.84254
‘(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.8328
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.82558
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.82086
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.81864
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.81892
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.815742
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.016864
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.221614
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.442091
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.680118
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.937813
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.246651
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.694649
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762715
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352123
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00494
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80153
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45112
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57947
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71624
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.90498
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.87742
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.85248
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.83014
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.81036
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.79314
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.77845
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.76628
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.75662
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.74946
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.74479
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.7426
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.7429
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.814065
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.013935
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.218467
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.438701
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.676457
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.933849
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.252496
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.701262
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.210935
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.386075
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02359
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80344
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61325
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61489
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73359
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.83115
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.80377
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.779
“(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.7568
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.73716
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.72005
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.70547
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.69339
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.6838
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.67669
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.67207
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.66992
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.67023
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.812419
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.011198
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.215528
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.435535
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.673039
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.930146
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.258175
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.707692
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.218268
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.420122
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04254
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80477
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78058
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65091
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7501
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.76064
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.73343
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.70881
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.68675
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.66724
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.65025
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.63576
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.62377
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.61425
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.6072
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.60262
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.6005
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.60083
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.810808
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.008653
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.212794
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.432593
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.66986
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.926704
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.263688
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.713931
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.225389
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.454201
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06181
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80556
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85574
 (341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68761
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7658
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.69337
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.66632
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.64185
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.61993
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.60054
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.58365
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.56926
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.55734
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.54789
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.5409
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.53636
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.53427
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.53462
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.809229
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.006303
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.210268
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.429874
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.666925
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.923526
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.269032
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.71998
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.232291
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.488338
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08144
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80581
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83975
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7249
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78067
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.62926
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.60237
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.57804
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.55624
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.53696
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.52018
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.50588
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.49404
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.48465
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.47772
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.47321
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.47115
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.47151
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.807683
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.004147
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.207952
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.427378
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.66423
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.920608
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.274209
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.725837
«(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.238976
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.522517
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10139
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8055
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82398
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72997
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77561
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.56824
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.54149
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.5173
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.49562
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.47645
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.45977
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.44555
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.43378
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.42446
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.41757
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.41311
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.41107
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.41144
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.806171
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.002182
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.205841
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.425106
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.661777
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.917951
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.279208
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.731502
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.24544
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.556756
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12167
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80468
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8084
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71188
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76475
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.51024
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.48363
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.45956
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.43801
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.41894
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.40234
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.38821
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.37651
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.36724
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.3604
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.35598
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.35396
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.35435
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.804693
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.00041
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.203939
Ÿ(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.423056
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.659565
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.915555
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.284038
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.73697
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.250272
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.590998
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14226
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80328
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79302
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69399
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74694
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.4552
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.42872
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.40477
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.38332
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.36435
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.34785
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.33378
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.32215
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.31294
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.30615
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.30175
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.29976
(341.63, 7.18, 379.45) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.30016
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.803246
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.998832
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202244
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.421231
(341.63, 7.18, 379.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.657595
