¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ë(377.56, 16.02, 283.83) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.060663
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.655856
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.984923
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.346433
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.749257
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.182097
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.661978
Ó(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20007
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38953
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09932
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9062
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83122
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89761
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1124
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4353
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.13817
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.346704
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.571231
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.814092
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.077236
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.358782
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.660826
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.99035
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.355704
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.755548
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.189049
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.669695
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20945
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80702
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11191
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92053
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84773
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9065
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12687
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48596
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.142709
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.35158
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.576543
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.820026
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.083666
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.36361
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.66608
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.996087
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.365297
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.762228
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.196428
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.677892
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21938
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81817
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12526
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93572
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86287
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91653
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14276
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51924
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.147409
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.35663
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.582223
Â(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.826163
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.090127
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.368702
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.671619
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.003969
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.375166
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.769298
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.204241
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.690653
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22987
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82995
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13928
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95176
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87248
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92768
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53967
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.152269
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.361853
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.588087
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.832497
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.095062
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.374052
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.677443
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.013291
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.381948
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.776756
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.212483
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.704463
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2409
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84234
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15409
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96822
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88306
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93991
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17439
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56182
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.157289
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.367368
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.594135
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.839033
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.100236
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.379665
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.68355
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.022909
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.389084
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.784609
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.22116
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.714834
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25247
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85535
Í(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16963
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97828
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89463
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95336
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19012
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58565
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.162469
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.37315
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.600366
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.845767
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.10565
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.385539
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.69203
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.032819
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.396576
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.79285
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.23433
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.725696
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26461
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86899
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54543
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98919
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90716
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96792
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20723
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61122
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.167809
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.379104
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.606782
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.8527
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.111305
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.391673
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.701354
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.043026
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.404421
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.801482
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.248866
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.737053
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27729
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88236
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55995
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00101
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92072
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98357
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22181
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63849
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.173451
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.385225
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.613381
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.858164
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.117199
Á(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.398068
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.710944
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.050624
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.412622
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.810509
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.263157
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.748906
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29053
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89583
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57518
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01361
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93521
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00045
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2301
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6604
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.179305
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.391519
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.620165
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.863839
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.123337
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.406742
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.720804
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.058436
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.421183
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.823522
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.274275
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.761254
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30433
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90993
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59114
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02709
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95072
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01845
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23977
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67184
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.185314
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.397981
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.627131
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.869733
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.129713
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.416025
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.730933
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.066569
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.430097
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.837753
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.285836
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.7741
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31868
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92467
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60781
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04144
É(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96723
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03453
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2508
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68493
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.191482
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.404613
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.634279
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.875849
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.136329
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.425554
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.74133
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.075031
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.43937
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.852365
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.297847
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.787445
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33305
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94005
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62541
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05668
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98473
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04511
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26317
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69959
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.197805
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.411412
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.640839
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.882187
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.144857
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.435328
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.75034
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.083817
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.451771
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.867352
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.310303
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.801291
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34731
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95607
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64298
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40618
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00321
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05688
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27696
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71594
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4382
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.204284
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.418383
(377.70, 16.05, 284.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.646919
