¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Î(441.99, 14.25, 270.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 10.42789
(441.91, 14.23, 271.07) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 17.49051
(441.91, 14.23, 271.07) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 17.47997
(441.91, 14.23, 271.07) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 17.47285
(441.91, 14.23, 271.07) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 17.07945
(441.91, 14.23, 271.07) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 17.46884
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 24.64102
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.58546
¯(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.797286
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.027034
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.276908
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.549148
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.847468
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.175732
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.538596
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.461527
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.926817
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.448196
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02395
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66587
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.398
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24064
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22057
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36471
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66793
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77575
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23095
(441.91, 14.23, 271.07) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 17.3764
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 21.94547
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 20.29756
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 20.27896
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 20.26435
(441.91, 14.23, 271.07) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 17.61977
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 20.73177
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 20.72896
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.584692
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.796455
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.026132
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.275841
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.547982
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.846189
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.174321
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.53633
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.92771
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922552
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.443436
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01584
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65666
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38746
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22845
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20632
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34291
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64191
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86917
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35818
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88417
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 19.96772
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 19.94483
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 19.6797
©(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 19.66592
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 19.82635
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 19.84051
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 19.83823
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.583975
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.795678
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.025287
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.27484
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.546887
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.844988
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.172997
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.533467
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.924299
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.918516
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.438862
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00803
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64778
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37731
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2167
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1926
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32182
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61682
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96536
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47006
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96828
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 20.05794
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 18.92981
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 19.67265
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 18.94846
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 18.93924
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 18.89293
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 18.89427
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.583306
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.794953
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.0245
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.273904
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.545865
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.843865
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.17176
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.530528
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.921035
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.355976
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.434515
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0005
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63922
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36753
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20542
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17938
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30149
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59259
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06426
§(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54707
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05682
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.74425
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 18.55931
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 18.54612
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 18.53657
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 18.53063
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 18.56688
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 18.69295
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.582685
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.794281
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.02377
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.273034
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.544912
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.84282
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.170606
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.527721
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.91792
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.352497
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.837486
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.993237
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63104
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35813
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19455
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16673
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28192
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56929
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12107
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62649
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14865
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80616
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 18.64581
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 18.63255
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 18.62293
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 18.61695
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 18.65284
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 18.78006
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.582113
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.793662
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.023098
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272227
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.544031
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.841852
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.169539
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.525047
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.91495
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.349183
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.832915
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.986315
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62314
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34912
¯(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18412
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15454
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2631
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5469
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10851
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7084
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25614
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 22.83612
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 18.7368
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 18.72345
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 18.71376
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 18.70774
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 18.74329
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 18.87172
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.581589
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.793095
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.022483
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.271486
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.543221
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.840964
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.168418
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.522508
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.912132
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.346035
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.828561
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.364944
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61561
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34049
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17416
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1429
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24499
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52537
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09701
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79275
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39317
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 22.66169
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 18.83237
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 18.81893
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 18.80918
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 18.80309
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 18.83834
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 18.96805
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.581115
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.792581
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.021924
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.27081
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.542482
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.840153
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.16663
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.520103
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.909461
²(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.343055
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.824423
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.360275
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60838
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33223
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16462
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13176
(441.91, 14.23, 271.07) (432.61, 7.97, 298.35) (0.81, 2.16, 0.81) Human 12.53977
(441.91, 14.23, 271.07) (432.61, 7.97, 298.35) (0.81, 2.16, 0.81) Human 12.47298
(441.91, 14.23, 271.07) (432.61, 7.97, 298.35) (0.81, 2.16, 0.81) Human 12.4512
(441.91, 14.23, 271.07) (432.61, 7.97, 298.35) (0.81, 2.16, 0.81) Human 12.43186
(441.91, 14.23, 271.07) (432.61, 7.97, 298.35) (0.81, 2.16, 0.81) Human 12.41501
(441.91, 14.23, 271.07) (432.61, 7.97, 298.35) (0.81, 2.16, 0.81) Human 12.40064
(441.91, 14.23, 271.07) (432.61, 7.97, 298.35) (0.81, 2.16, 0.81) Human 12.38867
(441.91, 14.23, 271.07) (432.61, 7.97, 298.35) (0.81, 2.16, 0.81) Human 12.37918
(441.91, 14.23, 271.07) (432.61, 7.97, 298.35) (0.81, 2.16, 0.81) Human 12.37214
(441.91, 14.23, 271.07) (432.61, 7.97, 298.35) (0.81, 2.16, 0.81) Human 12.38305
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 18.9381
(441.91, 14.23, 271.07) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 19.06916
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.58069
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.79212
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.021369
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.270201
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.541815
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.839421
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.164947
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.517832
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.90694
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.340241
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.820503
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.355853
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.959504
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32436
(441.91, 14.23, 271.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15555
(441.91, 14.23, 271.07) (432.61, 7.97, 298.35) (0.81, 2.16, 0.81) Human 12.5591
(441.91, 14.23, 271.07) (432.61, 7.97, 298.35) (0.81, 2.16, 0.81) Human 12.38211
(441.91, 14.23, 271.07) (432.61, 7.97, 298.35) (0.81, 2.16, 0.81) Human 12.3405
(441.91, 14.23, 271.07) (432.61, 7.97, 298.35) (0.81, 2.16, 0.81) Human 12.31932
(441.91, 14.23, 271.07) (432.61, 7.97, 298.35) (0.81, 2.16, 0.81) Human 12.30052
(441.91, 14.23, 271.07) (432.61, 7.97, 298.35) (0.81, 2.16, 0.81) Human 12.28421
(441.91, 14.23, 271.07) (432.61, 7.97, 298.35) (0.81, 2.16, 0.81) Human 12.27038
(441.91, 14.23, 271.07) (432.61, 7.97, 298.35) (0.81, 2.16, 0.81) Human 12.25892
(441.91, 14.23, 271.07) (432.61, 7.97, 298.35) (0.81, 2.16, 0.81) Human 12.24986
(441.91, 14.23, 271.07) (432.61, 7.97, 298.35) (0.81, 2.16, 0.81) Human 12.24324
(441.91, 14.23, 271.07) (432.61, 7.97, 298.35) (0.81, 2.16, 0.81) Human 12.24941
(441.91, 14.23, 271.07) (432.61, 7.97, 298.35) (0.81, 2.16, 0.81) Human 12.33965
