¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.637028
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1473
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8258
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.18296
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.609455
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.766171
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.934914
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.117079
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.308776
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.522266
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.755686
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.010931
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.286849
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.581932
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.907492
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.267976
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.660996
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.10062
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.21792
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822845
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50596
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26684
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14906
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18697
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41103
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79796
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41892
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21665
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91959
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05307
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.623889
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.781683
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.951627
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.135133
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.328332
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.54411
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.779513
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.037019
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.315073
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.612976
ë(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.941797
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.305219
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.702497
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736906
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.276805
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.889865
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58201
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35447
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24696
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27276
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5125
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91965
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55993
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29352
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01819
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.11222
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.63853
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.79742
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.968585
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.153456
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.348536
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.566295
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.80372
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.063534
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.343812
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.6446
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.97676
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.343218
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.305387
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.790157
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.337022
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.958491
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65996
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44443
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3413
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36088
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6166
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04514
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67261
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42517
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12165
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23542
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.653375
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.813381
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.985789
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.172052
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.369246
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.588822
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.828309
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.09048
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.373069
÷(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.676811
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.012391
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916091
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.353808
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.844619
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.398588
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02868
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73988
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53076
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4382
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4549
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72386
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17456
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78923
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56176
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23007
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69496
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.668426
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.829566
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.00324
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.190919
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.390264
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.611692
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.853284
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.117858
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.402851
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.709616
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.048696
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.960364
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.403263
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900167
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.461539
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10053
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82173
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61614
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53771
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57012
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83428
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30803
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90991
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7035
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58051
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.683681
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.845977
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.020937
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.210059
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.411592
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.634908
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.878645
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.145672
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.433162
€(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.743017
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.603825
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005526
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.453739
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.956924
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525855
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17404
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89856
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70368
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63993
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68869
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94795
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44566
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05075
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85048
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88313
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.699142
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.862612
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.038883
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.229473
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.433231
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.658471
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.904395
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.173925
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.464007
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.279328
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.645253
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.051558
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.505216
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.014894
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.591587
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2489
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97626
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7935
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74494
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81074
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.065
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58758
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21421
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84895
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25333
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.714807
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.879472
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.057077
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.24916
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.45518
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.682381
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.930536
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.20262
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.975844
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315761
Œ(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687419
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.098489
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.557743
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.074135
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.658796
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31828
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05586
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88564
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85274
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9363
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19798
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7339
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38324
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79343
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1897
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.730677
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.896557
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.075519
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.269124
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.477445
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.706642
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.957071
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696055
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.00738
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350564
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73044
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.14637
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.611393
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134575
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.726416
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38931
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13748
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98013
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9635
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06372
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3362
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8848
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49981
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78289
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13027
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.746754
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.913869
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.09421
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.289363
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.500024
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.731255
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.433672
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.725247
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.039429
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.385961
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769966
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195164
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.666091
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.196304
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.789921
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46191
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22108
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07706
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07715
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18329
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47862
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04041
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47932
