¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
—(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33778
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28912
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25667
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42775
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.87381
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98023
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50291
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.38652
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672735
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.923038
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.23375
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.59589
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.997868
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.434659
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896458
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.256643
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.508551
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32712
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3023
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.48355
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.94357
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07021
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62287
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16808
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.688878
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.940478
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.255288
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619746
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.024444
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.454482
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.921843
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.27703
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.540227
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36461
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34737
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53872
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01261
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15956
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74021
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.24825
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.705179
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958103
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276733
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64353
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.050941
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474272
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.946834
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.299294
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.57145
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4016
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39185
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59321
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.08559
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.26963
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85688
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.22951
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.721619
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.975916
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298162
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.667279
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.073469
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.494066
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.971466
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.323466
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.602201
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43804
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43571
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.64938
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.15819
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38643
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9728
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.11917
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738171
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99384
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.319518
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.690952
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.091261
ü(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.513844
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99567
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.349564
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.632464
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47393
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47972
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70652
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.23001
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5026
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08792
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.01039
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.75487
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.011938
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340786
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714583
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109047
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.533563
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.019439
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.377616
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.662224
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50924
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52562
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76294
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.301
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61811
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23202
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90322
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771731
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030196
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.362002
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.738122
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126748
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.553308
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.042763
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.407652
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.691458
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54635
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57086
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8186
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.37111
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73292
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38547
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79761
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788727
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048615
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.383136
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758176
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.144478
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572999
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.065617
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.4397
ù(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.721452
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58368
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61623
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87482
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.44244
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84685
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.53814
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69432
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.805834
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.067144
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404184
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.774125
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162105
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592645
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.088054
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.472667
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.754793
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62334
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66417
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93391
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.52118
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9315
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.68993
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.60635
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823093
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085854
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425167
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790029
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.179745
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612228
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110009
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.507668
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.787609
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6624
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71143
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9922
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.60034
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01495
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.84084
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.7878
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.840473
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104661
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446012
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80588
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197325
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631837
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131471
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.544766
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.819889
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70085
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75797
û(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.0529
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.67863
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09735
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96409
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28871
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.857964
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123662
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.465895
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821695
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.214813
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651336
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.155287
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.584005
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.851604
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73864
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80376
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11386
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.75597
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17926
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08585
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7632
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875622
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142803
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.480184
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837462
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.232308
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.670774
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.181834
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.625428
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.882746
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77578
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85122
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17395
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.8323
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28261
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.2093
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.67247
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893391
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.162065
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49443
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.853162
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249684
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690168
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.207844
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.669072
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.913286
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81222
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89896
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23315
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.90759
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3851
ú(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.33445
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.58427
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.91126
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.181489
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.508618
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.868831
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.26705
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709503
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.233391
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.714992
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.943212
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84969
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9459
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.2914
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.98175
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50253
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4613
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.5822
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.929252
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.200491
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.522705
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884398
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.284297
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728727
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.258409
(406.69, 12.81, 328.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.763232
