¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ÿ (393.69, 14.81, 307.64) (412.32, 8.71, 315.76) (0.81, 2.16, 0.81) Human 5.613182
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97073
(394.01, 14.83, 307.70) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 12.32675
(394.01, 14.83, 307.70) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 12.34374
(394.01, 14.83, 307.70) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 12.36319
(394.01, 14.83, 307.70) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 12.38512
(394.01, 14.83, 307.70) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 12.40955
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.317271
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.319903
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.323577
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.328294
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.334062
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.340883
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.348768
ø(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.357719
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.998231
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517075
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1119
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93583
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92268
(394.01, 14.83, 307.70) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 12.45844
(394.01, 14.83, 307.70) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 12.4761
(394.01, 14.83, 307.70) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 12.49625
(394.01, 14.83, 307.70) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 12.51891
(394.01, 14.83, 307.70) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 12.5441
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.259046
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.23238
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.224548
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.228651
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.233779
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.23994
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.24714
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.293382
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993556
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.510741
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1011
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92919
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8628
(394.01, 14.83, 307.70) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 12.59536
(394.01, 14.83, 307.70) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 12.61372
(394.01, 14.83, 307.70) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 12.6346
(394.01, 14.83, 307.70) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 12.65803
(394.01, 14.83, 307.70) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 12.68401
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.309061
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.282136
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.256502
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.232131
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.208996
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.18707
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.166332
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.294535
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.988982
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.504541
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0904
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92196
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80323
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66348
(394.01, 14.83, 307.70) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 12.75682
(394.01, 14.83, 307.70) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 12.77848
(394.01, 14.83, 307.70) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 12.80271
(394.01, 14.83, 307.70) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 12.82955
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.361093
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.333899
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.308008
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.283392
Ì(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.260025
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.237879
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.216933
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.499312
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.983824
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.498453
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07983
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88504
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74399
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66818
(394.01, 14.83, 307.70) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 12.90565
(394.01, 14.83, 307.70) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 12.92813
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94347
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.80842
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.415226
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.38775
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.361591
(394.01, 14.83, 307.70) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 5.336721
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31734
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674091
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061796
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.495226
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.978486
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.492498
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07096
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83665
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68513
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67358
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10117
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6632
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96687
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.64954
(394.01, 14.83, 307.70) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 23.69372
(394.01, 14.83, 307.70) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 23.95067
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.171698
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.421155
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69306
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.990376
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31684
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.672946
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058138
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.491145
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.97326
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.486629
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0644
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78867
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62921
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67974
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88883
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05503
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49221
Á(394.01, 14.83, 307.70) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 22.35743
(394.01, 14.83, 307.70) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 22.53475
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.171352
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.420809
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692658
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989896
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316338
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.671849
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.054488
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.487116
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.968166
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.48093
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05794
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74103
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57375
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62972
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68383
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78106
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4756
(394.01, 14.83, 307.70) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 21.66524
(394.01, 14.83, 307.70) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 21.64663
(394.01, 14.83, 307.70) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 21.81582
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.171003
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.420412
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692214
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.989473
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31583
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.670764
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.050887
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.483076
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963203
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.475341
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05109
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69378
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51877
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56061
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48585
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22748
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0296
(394.01, 14.83, 307.70) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 21.76032
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.170618
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.42
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.691748
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988945
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315306
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669732
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.048147
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.479082
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.958352
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.469881
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03304
¸(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64695
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46427
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49197
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29454
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01431
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76044
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.33997
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.170217
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4196
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.691311
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988478
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314777
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.668795
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.047092
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475101
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953588
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.464564
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01532
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61161
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41026
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42384
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1207
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80862
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50195
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01504
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.169838
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.419173
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.690834
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987967
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314192
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.667874
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046042
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471125
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.948933
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.459377
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.997953
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59208
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35678
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35624
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98022
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61006
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25351
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75059
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.169425
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.418696
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69036
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987439
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.313606
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.667031
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045106
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.46718
Ä(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.944427
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453493
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.980949
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57288
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30378
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28333
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84048
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42861
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15352
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4966
(394.01, 14.83, 307.70) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.83241
(394.01, 14.83, 307.70) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.90692
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.168998
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.418275
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689891
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986912
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.313004
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.666202
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044214
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463261
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.940004
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.438537
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.964237
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5541
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25128
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15764
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70287
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2839
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94723
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20541
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75212
(394.01, 14.83, 307.70) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.36989
(394.01, 14.83, 307.70) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.03472
(394.01, 14.83, 307.70) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.04432
(394.01, 14.83, 307.70) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 24.45748
(394.01, 14.83, 307.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.168597
