¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ø(426.98, 14.96, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.806995
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28392
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89535
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77736
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875444
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175208
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503819
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.865593
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.265692
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710484
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.207746
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.767256
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39083
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07033
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84424
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73407
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38194
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72262
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08387
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46759
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87577
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29357
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59668
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92026
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34666
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7999
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28246
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79712
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63213
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.869285
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168468
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.496406
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857389
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.256622
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.700365
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.19641
»(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.754454
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37939
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05452
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82609
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7161
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26244
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59666
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95094
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32708
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72696
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15289
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55327
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9216
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34811
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80142
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28405
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79886
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865737
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164464
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.491919
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.849109
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.247407
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690083
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184925
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.741461
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36541
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03866
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80785
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69497
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15725
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48569
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83377
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20313
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59564
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01351
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45911
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85991
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28363
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73397
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21334
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72458
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863141
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161649
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487392
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840685
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238106
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679695
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173222
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.728275
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34753
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02269
¸(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78954
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67374
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04924
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39114
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73407
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09781
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48425
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89548
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32248
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71437
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13008
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5717
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04162
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54247
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.860435
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.158659
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482087
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.832698
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.228648
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.669174
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.161419
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.71497
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32868
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00665
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77117
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58981
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92919
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29003
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63759
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.996
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37659
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78146
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18916
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57403
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98207
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41541
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87625
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36717
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.857637
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.155634
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476673
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.826737
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.219074
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658516
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.149467
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.701474
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30972
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99055
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75271
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4798
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81291
·(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16688
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54369
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89758
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27258
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67134
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06054
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43866
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8394
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26478
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71699
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19852
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854749
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.152473
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471223
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82073
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.209373
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647713
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13738
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.687824
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29069
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97442
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73418
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37315
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70019
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0476
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41724
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80244
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1721
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56501
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93646
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30811
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70189
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11967
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56363
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03617
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851764
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147881
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.465653
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814605
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199566
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.636801
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.125108
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.671101
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27157
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95386
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7156
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26976
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59098
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93211
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29486
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68134
»(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07507
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46235
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81672
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18225
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56936
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9799
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41598
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87994
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848703
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142765
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460043
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.808445
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192631
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.625746
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.112768
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.654146
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2524
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93196
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69696
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16955
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48523
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82024
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17641
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55567
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96018
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36119
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70129
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06091
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44415
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91283
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41415
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845541
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137568
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454367
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.802158
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.185697
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.614571
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100227
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.637134
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23312
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90997
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67826
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07237
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38267
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71191
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06175
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43724
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88495
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40019
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79859
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22272
µ(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67508
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15833
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842274
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.132297
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44862
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.79583
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.178704
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603281
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.08758
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.62007
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21381
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88795
(427.90, 15.05, 246.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65951
