¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ò(434.35, 14.06, 304.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.06423
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.10277
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.44206
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.13926
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.23699
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.72335
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.82693
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.746401
™(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.965209
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.208278
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.47077
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.749127
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.053936
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.389094
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.759286
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.170205
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.62886
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.143967
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.726512
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38237
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12447
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97057
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.95014
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.10737
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.44406
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.13723
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.22332
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.6984
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.77328
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.747132
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.965854
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.20898
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.472245
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.750738
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.055704
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.39104
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.76144
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.172599
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.631542
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.146988
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.72994
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38641
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1286
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97422
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.95443
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.11212
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.44681
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.13594
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.21081
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.67496
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.71568
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.747924
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.966525
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.20971
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.473792
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.75243
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.05756
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.393085
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.763704
²(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.175117
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.63436
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.150163
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.733542
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39069
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13305
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97824
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.95916
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.11733
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41499
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22895
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.27948
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.65302
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.65732
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.748776
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.967225
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.210473
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.475418
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.754206
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.059508
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.39523
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.766077
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.177757
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.637315
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.15349
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.73732
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39521
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13783
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98264
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96432
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98718
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40773
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21997
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.32592
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.83139
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.6014
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.749686
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.967949
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.211261
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.47657
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.756062
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.061544
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.397472
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.768559
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.180519
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.640407
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.156976
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.741272
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39997
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14292
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9874
Ó(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78907
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99249
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40106
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21174
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31393
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.78907
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.750656
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.9687
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.212078
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.477464
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.758
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.063669
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.399814
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.771152
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.183404
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.643633
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.16061
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.745399
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40497
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14833
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75023
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7955
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99851
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39504
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2043
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30316
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74882
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.751685
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.96948
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.212926
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.478389
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.76002
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.065886
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.402256
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.773853
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.18641
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.646997
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.164401
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.749702
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4102
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15406
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75609
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8024
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00519
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39159
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19773
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29278
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.71072
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.752773
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.970283
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.213801
š(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.479346
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.762121
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.06819
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.404795
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.776662
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.189537
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.650497
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.168344
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.754177
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41568
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86483
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76237
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80972
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.50906
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.24635
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.21168
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.19358
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.17821
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.16558
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.15579
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.1488
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.14454
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.17505
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.753919
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.971114
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.214705
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.480333
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.764301
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.070583
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.407432
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.779581
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.192783
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.654131
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.172441
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.758825
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4214
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87058
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76902
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81755
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.32643
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.17541
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.14513
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.12716
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.11196
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.09952
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.08989
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.083
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.07886
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.10371
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.26826
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.755124
™(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.971971
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.215638
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.481351
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.766563
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.073065
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.410165
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.782606
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.196151
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.6579
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.176687
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.763646
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09757
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87667
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77611
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82582
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.40915
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.2177
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.18509
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.16717
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.15202
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.13965
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.1301
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.12329
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.11922
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.14731
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.366
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.756387
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.972853
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.216598
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.482399
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.768903
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.075635
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.412997
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.785739
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.19964
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.661804
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.181087
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41408
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10317
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8831
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78355
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83458
(434.79, 13.99, 301.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03876
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.50645
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.40796
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.39022
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.37516
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.36298
(434.79, 13.99, 301.82) (438.86, 8.17, 271.31) (0.81, 2.16, 0.81) Human 14.35371
