¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
£(334.98, 7.19, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.672096
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60978
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81393
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90019
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98771
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07888
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17387
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27279
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37574
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48293
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59443
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71236
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83536
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96332
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3252
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583983
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.814625
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063432
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332603
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.624634
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.021628
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.492117
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023108
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.928605
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63622
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82798
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00704
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18384
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36864
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56194
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76433
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87142
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95851
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04922
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14372
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24209
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34449
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4511
…(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56202
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67742
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79747
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9247
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329371
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586225
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817061
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066053
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.335408
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.627692
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.007612
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.476334
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005249
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.899692
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61774
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7981
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96595
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14134
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32462
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51634
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71701
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84494
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93159
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02188
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11589
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21379
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31575
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4218
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5322
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64705
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76657
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89087
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333409
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.588665
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81964
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068863
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338501
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631012
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.993501
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460506
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.987323
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.869545
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60075
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76027
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92684
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10083
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28273
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47293
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67195
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82075
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90699
ˆ(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99687
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09046
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18792
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28943
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39503
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50493
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61926
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73824
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86204
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337386
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.591264
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822445
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.071929
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.341757
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.634575
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.979391
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.444606
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969323
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.838115
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56589
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72427
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88961
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06232
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24285
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43162
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62913
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79879
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88465
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97414
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06738
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16447
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26554
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37074
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48017
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59409
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71258
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83589
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341179
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594065
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825459
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.075149
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.345265
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632513
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.96767
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.428667
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.951284
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.805532
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54261
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69006
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8543
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02579
‰(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20502
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39242
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58849
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77903
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86457
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95374
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04664
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14336
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24405
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34888
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45797
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57145
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68949
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81235
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.344831
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597049
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.828659
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078609
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.349025
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626863
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.959581
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.412683
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.933174
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.771763
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52168
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66796
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82076
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99114
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16912
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35526
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54998
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75384
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84672
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93563
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02818
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12462
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22498
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32947
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4382
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55132
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66844
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78838
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.348385
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600177
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832072
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082268
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.352996
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621593
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951479
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.396623
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.915029
ı(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.73683
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50234
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.648
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79993
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95842
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13524
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32017
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51357
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71609
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8311
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91973
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01206
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10819
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20828
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31248
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42087
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53244
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64736
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7669
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35178
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603531
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835655
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086149
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.351975
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.616675
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94342
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380541
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896833
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.7008
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42642
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62975
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78109
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.939
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10376
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28707
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47927
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68051
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81768
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90606
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99818
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09409
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19394
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29786
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40408
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5142
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6288
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74801
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355019
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607055
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839434
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.090234
„(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347756
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612113
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935337
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.369256
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.878581
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.663673
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34133
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61316
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.764
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92129
(335.03, 7.17, 312.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08552
