¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
£(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.080998
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.156651
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.414316
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695856
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004668
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.344845
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72424
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174583
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682469
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.259581
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.93907
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61788
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40478
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3202
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.963588
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.942782
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.923993
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.907203
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.892396
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.913145
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.60037
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.4504
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.44207
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.43578
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.43154
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.42933
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.41142
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.750705
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.932484
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.136167
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392004
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.671432
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.977836
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315225
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.688484
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1312
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.633415
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.203647
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.937181
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59717
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38081
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29219
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36506
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.62689
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.60589
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.58704
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.57031
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.55568
à(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.54315
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.394
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.36808
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.36186
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.35766
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.35548
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.35532
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.772449
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.955714
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.152285
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369875
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.647236
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.951264
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285918
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655975
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.088291
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.584885
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.162042
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.931723
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59035
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35717
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26455
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.24293
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.22869
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.24765
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.27794
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.51556
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.50103
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.48858
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.34022
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.31445
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.30827
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.30411
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.30196
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.30182
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.794552
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.979383
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177649
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.390797
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623263
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924952
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25691
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62385
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045821
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536901
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13846
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.903916
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58873
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33808
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23729
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31413
ï(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.51932
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.49857
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.47994
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.46341
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.44897
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.43659
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.28899
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.26336
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.25723
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.25311
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.25098
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.25086
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.817012
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.003437
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.203441
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.418529
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650409
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901092
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.228237
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592093
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.003819
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.489464
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.114678
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.875936
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58733
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33651
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21045
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.851261
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.829881
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.810505
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.793108
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.21229
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.39944
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.38714
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.24025
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.21476
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.20867
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.20458
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.20248
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.20237
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.839856
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.027891
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.229679
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446751
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.680862
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.933997
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.208537
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560696
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962235
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.443354
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.090752
ö(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.847748
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58626
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.855224
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.829906
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.806624
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.785356
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.766079
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.748775
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.733427
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.720018
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.34016
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.19395
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.1859
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.17984
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.17578
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.1737
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.17361
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.863071
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.052743
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256359
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.475454
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.711823
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.967494
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.244905
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546828
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.926696
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.422617
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.06665
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.819402
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.839904
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.812654
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.78746
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.764292
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.74313
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.723947
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.706731
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.691463
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.678124
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.666705
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.15004
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.14204
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.13602
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.13199
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.12993
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.12985
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.883585
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.078008
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283501
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504655
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743337
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001588
ö(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.281922
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.587179
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.92073
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.401762
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.042424
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.790894
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.799481
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.772357
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.747276
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.724216
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.703152
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.684063
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.666929
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.651733
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.638462
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.627101
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.25848
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.2594
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.26231
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.26724
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.27417
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.28312
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.903371
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103683
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311076
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.534359
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775394
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.036315
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31961
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.628257
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.957686
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.378061
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.01803
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.762219
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.761291
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.734283
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.709314
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.686354
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.665383
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.64638
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.629324
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.6142
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.600991
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 9.589686
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.20355
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.19553
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.18951
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.18548
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.21802
(412.93, 14.45, 245.95) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 10.81197
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.923319
ï(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.129776
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.339088
(412.93, 14.45, 245.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564548
