¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
…(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.10479
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.010509
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.157542
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.013172
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.051845
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.092029
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.133886
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.177422
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.222685
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.269777
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.318822
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.369844
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.422942
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.478278
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.53591
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.595912
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.660687
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.733734
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.816747
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.903716
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.994838
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.090458
„(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.190825
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.296295
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.407197
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.523956
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.64701
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.776776
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.913859
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.058799
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.203017
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.014815
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.053514
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.09375
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.135649
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.179198
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.224537
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.271667
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.320761
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.371833
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.425018
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.480401
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.538065
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.605115
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.683643
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.76401
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.848182
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.93635
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.028809
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.125782
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.227584
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.334611
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.44717
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.565736
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.690655
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.822507
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.961817
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104237
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.250478
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.016976
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.055713
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.096025
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.137959
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.181555
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.226957
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.274174
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.323328
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.374513
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.427732
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.488925
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.557629
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.631114
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.71397
…(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.79547
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.880831
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.97027
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.064041
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.162437
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.265788
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.374431
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.488747
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.609169
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.736111
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.870115
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.010872
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.151428
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.299925
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.019658
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.058441
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.098824
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.140857
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.184538
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.229998
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.2773
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.326538
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.382123
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.445909
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.512457
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.581949
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.661357
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.745375
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.828078
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.914669
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.005423
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.100618
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.200525
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.305481
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.415818
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.531953
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.654334
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.783378
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.919652
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.057827
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.200576
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.351479
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.022836
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.061713
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.10219
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.144292
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.188055
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.233623
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.283821
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.343152
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.404995
„(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.469554
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.536877
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.609967
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.692695
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.777944
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.861878
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.949771
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.041911
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.138578
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.240039
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.346636
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.458781
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.576852
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.701257
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.832479
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.969344
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.106713
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.251791
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.405238
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.026577
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.065557
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.106112
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.148293
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.193271
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.248541
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.306106
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.36614
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.428768
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.494074
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.562211
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.641195
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.725129
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.811722
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.896933
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.986172
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.079744
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.17794
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.281072
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.389399
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.5034
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.623471
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.750031
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.883582
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.01795
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.157585
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.305129
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.461217
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.030805
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.069924
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.11058
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.161329
†(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.215004
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.270947
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.329226
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.38999
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.453376
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.519509
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.592131
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.673457
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.758722
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.846664
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.933223
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.02388
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.118997
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.218783
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.323593
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.433792
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.54977
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.671891
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.800703
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.933943
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.068533
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.210554
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360663
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519522
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.035626
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.080893
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.130991
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.183188
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.237507
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.29415
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.353157
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.414702
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.478887
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.545888
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.624301
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.706906
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.793468
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.882913
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.970822
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.062986
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.159668
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.261107
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.367723
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.479833
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.597852
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.722212
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.853341
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.984221
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.121092
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265655
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.418482
†(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580269
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.053446
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.10219
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.152941
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.205751
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.260795
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.318161
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.37791
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.440281
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.505306
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.577467
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.657568
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.741457
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.829388
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.920396
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.009773
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.103475
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.201795
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.305018
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.413505
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.527604
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.647756
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.77441
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.904421
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.036494
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.175826
(342.11, 7.22, 379.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.323016
