¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ç(406.50, 14.46, 245.58) (432.71, 8.60, 237.80) (2.79, 1.85, 2.11) Tools 13.6941
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94438
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73507
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.12437
¸(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663418
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.940031
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.242019
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573068
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.937409
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335723
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771707
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.257726
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.812439
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44896
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1761
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01454
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02878
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2891
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98002
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77779
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.03263
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664961
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941689
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243846
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575057
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.939653
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340976
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.777519
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264232
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.823812
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4619
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19095
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03409
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05689
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30614
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01483
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81696
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.95597
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666469
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.943316
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245639
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577019
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941803
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345193
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.783345
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.270787
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.835101
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47474
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2057
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05777
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0849
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32256
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04874
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85243
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.93231
³(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667926
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944903
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.247361
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578938
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.943912
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.347546
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.789125
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.280749
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846306
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48751
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22034
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08134
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11264
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34423
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08173
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88428
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.87296
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669316
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946429
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.249068
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580777
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.945948
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349809
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.794861
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.290587
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.857456
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50019
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23492
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09978
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12766
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37906
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11382
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91237
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.55797
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670674
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.947924
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250711
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.582562
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94794
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351992
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.800583
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.300383
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.868176
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50831
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23961
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11034
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14013
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41337
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14494
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93668
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.22875
¦(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672015
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949382
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252265
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584304
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.949856
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.354129
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.803511
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.305914
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.871171
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51172
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24352
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12063
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15232
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44712
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17511
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9572
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.89977
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.258679
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950794
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.253814
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.585994
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951716
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.356177
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.805815
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.308465
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.874071
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51504
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24972
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1307
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16422
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48035
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22459
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9636
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.56453
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.260302
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.519882
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2553
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.587619
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.953493
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358149
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808049
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.310979
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.876866
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51825
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25815
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14055
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17583
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51302
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28295
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92661
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.20784
”(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.26189
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.521613
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256719
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589183
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.955248
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360092
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.81017
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313358
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.879601
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52131
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26641
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15016
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18717
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54508
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29711
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9313
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.86197
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.263441
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.523303
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.807013
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.59072
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.956893
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.361933
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.812224
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.315693
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.882211
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52429
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2744
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1595
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19823
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56774
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29264
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94246
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.50279
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.264953
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.524951
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.808735
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592151
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958509
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.363716
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.814196
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.317919
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.884725
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52716
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2822
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16859
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21803
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57855
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31102
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9509
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.11455
€(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.266426
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.526557
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.81041
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.121962
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.96005
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365429
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816135
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.32004
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.887142
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52991
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28979
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17747
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23214
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58869
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3351
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.95675
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.96089
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.267861
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.528121
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.812038
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.12375
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.466882
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367066
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817946
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.322079
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.889451
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53252
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29715
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18607
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24898
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59818
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35807
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9599
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.90771
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.269257
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.529643
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.813618
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.125485
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.468799
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.84859
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.819678
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.324065
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.891642
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53723
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30432
(406.41, 14.31, 245.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19442
