¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
æ(385.72, 14.47, 306.17) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 9.520725
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74761
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.543333
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.818618
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.155615
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.50881
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.888305
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.356464
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.823491
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.439471
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05347
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7707
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63339
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63486
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.78598
®(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.28536
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.17883
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.62621
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.92974
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.541369
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.817066
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.153896
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.504497
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.883853
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.348792
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.814904
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.425609
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03646
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7507
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60781
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60448
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.74501
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.22833
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.10369
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50386
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.73764
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.539369
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.81531
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.151954
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.500088
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.87911
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.341008
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.806193
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.411629
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01914
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73051
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58191
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57383
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.7066
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.17081
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.02814
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3806
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.5306
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.537328
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.813353
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.149788
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.495588
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.87408
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.333114
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.797361
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.397541
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00152
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71014
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5557
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54294
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.66982
±(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.11067
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.95221
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.2565
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.32623
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.53525
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.811193
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.147398
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.490997
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.868759
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.325112
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.788406
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.383342
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.983609
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6896
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52918
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.5118
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.63276
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04742
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.87594
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1447
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.12449
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.533135
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.808834
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.144787
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.486316
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.863159
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.317004
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.779339
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.369039
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.965405
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66888
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50237
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.48044
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.59543
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.9943
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17288
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05025
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.92544
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.530983
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.806275
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.141956
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.481546
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.857273
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.308795
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.770156
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.354633
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.946917
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.648
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47527
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44885
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.55785
º(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.94079
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12351
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95466
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80391
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.528797
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.803515
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.138904
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.476689
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.85111
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.300485
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.76086
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.340134
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.928158
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62696
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4479
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41705
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52003
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.88691
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07255
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85805
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.74882
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.526571
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.800559
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.135634
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.471745
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.844667
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.292074
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.751457
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.325542
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.909129
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60577
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42026
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38505
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.48199
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.83269
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0201
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76042
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.69385
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.524312
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.797403
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.132058
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.466717
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.83795
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.283568
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.741945
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.310859
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.891149
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58444
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39237
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35287
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.44373
¸(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.77814
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97497
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66179
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.63704
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.522019
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.794056
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.127416
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.461606
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.830963
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.274969
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.73233
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.296096
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.874431
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56297
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36423
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3205
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.40528
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.72329
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94258
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56233
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.55868
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.519691
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.790514
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.122698
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.456412
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.824534
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.266278
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.722617
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.28125
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.857624
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54136
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33587
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28797
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.36663
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.66817
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90861
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48823
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.481
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.517329
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.786777
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.117908
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.451138
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.818701
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.257497
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.7128
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.266326
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.840733
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51963
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30727
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25528
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32813
Ë(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76144
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87309
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.41504
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.40394
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.514935
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.783814
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.113045
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.445784
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.812783
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.248627
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.702889
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.251329
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.823762
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49779
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27847
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21875
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.28935
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73274
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82243
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34065
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.3276
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.512508
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.781169
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.10811
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.440351
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.806776
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.239676
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.692883
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.236263
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.806716
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47582
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24945
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18235
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25027
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70284
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76459
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26523
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.25194
(387.18, 14.50, 306.47) (426.17, 13.59, 302.55) (8.74, 12.23, 18.00) Truck 21.70009
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.510047
(387.18, 14.50, 306.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.778487
