¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
à(418.20, 13.41, 327.22) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 6.953854
(418.39, 13.47, 326.92) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 16.44699
(418.39, 13.47, 326.92) (428.60, 8.13, 301.64) (0.88, 1.64, 0.98) Tools 16.27919
(418.39, 13.47, 326.92) (432.65, 8.08, 298.77) (0.81, 2.16, 0.81) Human 20.96473
(418.39, 13.47, 326.92) (432.65, 8.08, 298.77) (0.81, 2.16, 0.81) Human 21.02971
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.967963
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.30712
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.80928
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58213
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68248
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5268
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34895
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9986
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55148
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.65384
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.0321
­(418.39, 13.47, 326.92) (432.65, 8.08, 298.77) (0.81, 2.16, 0.81) Human 21.24508
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99629
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.337845
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885381
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72246
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70998
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5582
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41995
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00985
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71793
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.83332
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.24638
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.019778
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.368797
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.961487
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.871
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73678
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73517
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49082
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15289
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88457
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.0128
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.4611
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.043127
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.400077
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06959
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07356
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76288
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92011
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56162
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29668
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03181
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19219
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.67614
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.066534
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.431593
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19052
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28001
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78827
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10709
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63229
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44117
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.17721
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.37136
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.89135
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089972
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.492348
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31243
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49022
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90134
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29605
°(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7028
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58636
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.32209
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.55018
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.18633
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.113408
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.588297
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4353
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70417
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05589
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50173
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7731
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66784
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.46636
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72857
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.50021
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.136902
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.692152
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55903
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92183
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21153
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71236
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8432
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61485
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60995
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90637
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.826
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.160427
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.796508
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68359
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11442
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36811
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91401
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91304
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56275
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.7527
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.08345
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183931
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.901297
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82379
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20216
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52554
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96652
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98262
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51149
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.88371
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.2597
(418.39, 13.47, 326.92) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 6.850752
(418.39, 13.47, 326.92) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 6.827323
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99729
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31792
î(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68372
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86592
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05192
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4611
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.00425
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4243
(418.39, 13.47, 326.92) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 6.829532
(418.39, 13.47, 326.92) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 6.806145
(418.39, 13.47, 326.92) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 6.864147
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43053
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84253
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8166
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12088
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41155
(418.39, 13.47, 326.92) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 20.45642
(418.39, 13.47, 326.92) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 20.61997
(418.39, 13.47, 326.92) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 21.68786
(418.39, 13.47, 326.92) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 6.927542
(418.39, 13.47, 326.92) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 6.972212
(418.39, 13.47, 326.92) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.018841
(418.39, 13.47, 326.92) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.320273
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00188
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76774
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18946
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36287
(418.39, 13.47, 326.92) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.78422
(418.39, 13.47, 326.92) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.935
(418.39, 13.47, 326.92) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 20.09203
(418.39, 13.47, 326.92) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 21.96073
(418.39, 13.47, 326.92) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.325894
(418.39, 13.47, 326.92) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.377997
(418.39, 13.47, 326.92) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.432304
(418.39, 13.47, 326.92) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.488886
(418.39, 13.47, 326.92) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.842549
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71932
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66113
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33616
(418.39, 13.47, 326.92) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.79801
(418.39, 13.47, 326.92) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.79873
(418.39, 13.47, 326.92) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.80331
(418.39, 13.47, 326.92) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 19.81175
(418.39, 13.47, 326.92) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.774023
(418.39, 13.47, 326.92) (419.96, 7.96, 305.51) (1.16, 0.85, 1.38) Fence 7.835125
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46819
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74709
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02492
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67134
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65371
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32814
(418.39, 13.47, 326.92) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 18.62265
(418.39, 13.47, 326.92) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 18.73238
‹ (418.39, 13.47, 326.92) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 22.79584
(418.39, 13.47, 326.92) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 22.84203
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.555755
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.52996
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.505974
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.483775
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.463334
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6238
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6472
(418.39, 13.47, 326.92) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 18.05026
(418.39, 13.47, 326.92) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 18.14828
(418.39, 13.47, 326.92) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 18.25094
(418.39, 13.47, 326.92) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 18.35838
(418.39, 13.47, 326.92) (430.88, 7.28, 293.77) (0.69, 0.85, 1.40) Fence 23.28972
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.46637
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.440673
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.416768
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.394629
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.374235
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.502953
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57515
(418.39, 13.47, 326.92) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 18.00877
(418.39, 13.47, 326.92) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.92755
(418.39, 13.47, 326.92) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.85052
(418.39, 13.47, 326.92) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 17.89729
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.477139
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.48219
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.488902
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.497285
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.507344
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.530339
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09039
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31007
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43144
(418.39, 13.47, 326.92) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 24.07498
(418.39, 13.47, 326.92) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 24.12322
(418.39, 13.47, 326.92) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 24.17637
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.624195
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.630172
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.637839
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.647209
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.658288
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.671089
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87472
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30914
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54519
(418.39, 13.47, 326.92) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 24.43949
(418.39, 13.47, 326.92) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 24.49034
(418.39, 13.47, 326.92) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 24.54619
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.777959
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.78493
Û(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.793629
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.804061
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.816242
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.830178
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66279
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36669
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65713
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.60596
(418.39, 13.47, 326.92) (431.00, 7.16, 292.20) (0.48, 0.85, 1.34) Fence 24.87336
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.938841
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.94689
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.956698
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.968279
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.981645
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 8.996804
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45452
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42492
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76714
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.71183
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 9.107299
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 9.116508
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 9.12752
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 9.140342
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 9.154985
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 9.171467
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24986
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48379
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87515
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.81507
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 9.283813
(418.39, 13.47, 326.92) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 9.294281
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67549
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70155
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9732
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2594
