¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Î (415.85, 12.92, 329.65) (422.31, 11.91, 307.19) (16.45, 8.87, 8.72) Truck 6.941947
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91349
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28823
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851871
(415.90, 12.93, 329.61) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 7.905217
(415.90, 12.93, 329.61) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 7.950511
(415.90, 12.93, 329.61) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 7.997895
(415.90, 12.93, 329.61) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.047424
(415.90, 12.93, 329.61) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.099161
(415.90, 12.93, 329.61) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.153167
(415.90, 12.93, 329.61) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.209509
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34301
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7483
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18609
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53844
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7328
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93583
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18617
Ã(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46353
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75549
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06326
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38795
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73057
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08875
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812599
(415.90, 12.93, 329.61) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.105878
(415.90, 12.93, 329.61) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.154498
(415.90, 12.93, 329.61) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.205316
(415.90, 12.93, 329.61) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 8.258391
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01789
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54515
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89013
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26071
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65976
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09056
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55697
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81642
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05791
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32749
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60968
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90455
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21531
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54318
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88951
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30374
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.773522
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133384
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.529912
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.968966
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457548
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.982346
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4752
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81529
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18043
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57344
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99748
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46433
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93021
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18876
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46053
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74647
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04763
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36518
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70029
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0646
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71922
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734615
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.090617
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482673
¶(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.916468
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.398985
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.938759
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40695
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74227
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1021
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52195
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99897
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51976
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02065
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31857
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59607
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88817
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19591
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5205
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86328
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46892
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16035
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695944
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04808
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.435705
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.86436
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.340866
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873514
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34304
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71995
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12756
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56977
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05102
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56736
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05327
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45289
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73641
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03497
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34962
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6816
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23061
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89782
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657444
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.005796
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.38905
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.812593
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.283161
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.80881
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38179
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76169
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17272
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61876
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10433
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59883
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08733
¹(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5919
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88173
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18698
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50887
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00333
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64787
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35359
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619181
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.96374
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342645
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.761202
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.225904
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.744648
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33881
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80442
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21895
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66892
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15893
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63154
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12273
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65644
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0322
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34452
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78628
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40954
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08859
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81881
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581125
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.921989
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.296619
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710238
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.169127
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.681066
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26812
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84811
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26625
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72025
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20961
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66555
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15957
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69642
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18803
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57865
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17836
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82116
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5241
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.543287
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.880467
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250876
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.659592
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.112793
·(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.618063
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19797
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86322
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31463
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77283
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24234
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70092
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19782
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73795
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3755
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94569
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56611
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24361
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8662
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.505681
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839242
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205479
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.609389
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.056943
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.555614
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12846
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78406
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36418
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82659
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27631
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73755
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23749
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80066
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72315
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3226
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9762
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20506
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468311
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.798279
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.160404
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.55955
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.001626
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.493733
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05953
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70568
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41479
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88163
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31145
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7806
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30894
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88567
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08966
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72084
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58905
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12202
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431191
·(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.757599
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.115667
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.510137
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.946732
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.432463
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.991255
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62808
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35405
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.916
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36279
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85419
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38899
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98895
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47661
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14213
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94222
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89789
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.394326
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717237
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.071294
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.461097
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.892344
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.371777
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.923579
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55127
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26609
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97424
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43241
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92971
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47115
(415.90, 12.93, 329.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42887
