¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ä(333.33, 7.49, 371.44) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.826612
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.1419
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.13671
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.13389
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.13344
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.13535
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.681475
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.822985
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.992395
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.175204
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.372977
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.58761
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.821291
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.076624
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.356627
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665078
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.424469
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.493273
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19001
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99061
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8507
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.47774
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.45278
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.43033
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.41037
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.3929
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.37788
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.36531
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.35517
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.34745
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.34214
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.33925
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.33876
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.34067
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.677345
¯(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.826406
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.996091
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.179205
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.377307
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.592297
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.826407
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.082208
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.36002
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637047
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.613213
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.476319
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17043
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97654
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83329
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.69537
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.66994
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.64707
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.62674
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.60892
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.59361
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.58079
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.57044
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.56256
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.55713
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.55416
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.55363
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.55555
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.673444
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.82999
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.99991
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.183339
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.381784
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.597208
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.831719
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.083034
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.334619
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609324
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805706
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.45945
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15098
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95384
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81634
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76407
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.89737
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.87406
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.85333
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.83517
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.81955
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.80647
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.7959
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.78784
©(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.78228
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.77922
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.77865
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 12.78057
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.675509
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.833676
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.003915
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.187669
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.386433
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.60227
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.83066
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.060163
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.309759
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582155
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001652
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.442745
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13166
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94089
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79984
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74474
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.13573
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.11195
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.0908
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.07227
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.05633
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.04297
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.03217
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.02393
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.01824
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.01508
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.01447
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.01639
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.6791
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.837544
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.008059
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.192111
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.39127
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.599845
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.810001
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.037783
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.285419
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.555573
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.20086
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.426159
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11251
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94043
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78375
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72596
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.38572
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.36145
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.33987
®(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.32095
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.30467
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.29101
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.27998
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.27154
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.26571
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.26246
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.26179
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.26372
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.682777
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.841494
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.012344
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.196729
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.388003
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.58112
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.789771
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.01588
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.261595
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.529563
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.402941
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.409683
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10651
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93995
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76814
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70772
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.64813
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.62334
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.6013
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.58196
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.56533
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.55137
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.54008
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.53144
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.52544
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.52209
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.52138
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.5233
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.686633
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.845617
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.016759
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.192958
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.37099
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.562809
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.769997
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.994415
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23826
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504112
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607668
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.393347
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10612
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93952
°(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75297
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75825
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.89848
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.87594
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.85617
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.83916
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.82488
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.81331
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.80446
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.79831
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.79484
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.79407
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 13.79599
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.690557
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.849864
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.01279
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.177409
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.354341
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.544848
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.750606
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.973417
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.215454
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.47927
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.785768
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392086
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10572
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93403
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73824
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67274
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73427
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.18778
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.16473
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.1445
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.12709
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.11247
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.10062
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.09153
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.08521
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.08163
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.08079
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.08271
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.694664
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.845969
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.998622
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.162218
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.338009
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.527283
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.731623
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.952886
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.193139
±(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.454946
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.77386
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.391758
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10534
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92168
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72396
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65609
(333.18, 7.45, 371.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71105
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.49227
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.46867
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.44797
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.43013
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.41514
(333.18, 7.45, 371.16) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.40299
