¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
†(335.60, 7.49, 351.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08859
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8276
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9221
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02051
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12303
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22978
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34088
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45749
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59005
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72789
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87133
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26645
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 22.51086
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.736798
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.873185
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.015602
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163767
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.320681
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487079
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663799
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851811
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052154
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109797
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97995
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73292
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32619
‘(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80775
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90189
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99996
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10213
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20847
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32701
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45438
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58684
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72462
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86797
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97844
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 23.13839
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.767549
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.905557
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04872
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.198714
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.357579
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.526127
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.705197
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895741
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.098856
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.263994
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99679
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73525
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32369
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79017
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88398
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98176
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08634
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20395
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32637
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45368
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58611
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7239
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86725
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53363
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 23.80371
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.79903
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.938739
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.082687
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.234541
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395447
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566196
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747672
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.940843
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.153704
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10357
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01292
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73831
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32708
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77481
ˆ(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86841
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97492
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08801
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20567
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3281
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45544
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58793
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72577
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86913
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.217
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 24.51021
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.831236
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.97222
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.117517
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.271303
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.434282
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607309
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791245
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.990757
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.221724
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12339
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02832
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74211
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33127
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76565
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8701
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97883
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.092
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20975
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33224
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45968
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59221
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73015
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87364
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82181
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.864205
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.006032
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.153148
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.308936
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.474085
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649465
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836565
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.045072
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.856523
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15193
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04301
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74661
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33624
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76616
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87617
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98501
‚(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09828
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21614
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33878
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46634
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59905
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73712
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88074
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56019
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897954
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.040656
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.189703
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.347528
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514918
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692688
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888837
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100785
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87466
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18038
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05695
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7518
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34198
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7661
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87762
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99346
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10686
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22493
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34773
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47548
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60839
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74665
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89051
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3597
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.93244
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.076131
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.22714
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387034
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556745
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740832
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.942435
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157971
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.531265
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20867
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07015
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75776
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3654
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76817
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87975
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99581
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1166
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23607
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35913
ƒ(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48712
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62023
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75876
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90287
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.88786
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.967723
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.112433
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265419
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.427541
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60037
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792409
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997431
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.216621
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.555742
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23685
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08263
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76439
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39228
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77241
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88406
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00025
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12111
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24687
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37294
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50122
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63466
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77348
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94152
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.86752
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.003132
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.149587
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304666
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.469051
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650083
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845327
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.053792
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673649
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.580042
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26484
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09427
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77176
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41988
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77888
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89064
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00694
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12796
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25383
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38477
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51781
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65161
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79078
ú(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05606
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.84262
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.03918
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.187631
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.344838
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514869
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.701042
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.899578
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111618
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282198
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.604198
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29268
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10521
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78531
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44823
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7875
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89943
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01591
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13708
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26316
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3943
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53076
(335.73, 7.49, 350.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6711
