¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Å(338.48, 6.96, 311.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.537786
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68071
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79507
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91828
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04641
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17975
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27772
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36941
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46502
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387872
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700787
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026149
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.284766
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.562365
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.869416
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.238115
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79041
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05639
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32822
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53464
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75105
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95758
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03433
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11443
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19805
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28521
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37604
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47072
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56929
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67193
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77877
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88997
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00779
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14031
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25796
„(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3494
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45713
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369531
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680739
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012845
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.270533
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.547094
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863737
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.231966
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79317
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0593
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29555
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50067
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71571
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94133
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02862
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10866
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19214
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27922
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36998
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46452
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56299
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66553
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77223
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88331
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9989
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11917
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24238
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34821
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4568
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.351176
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660731
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99911
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.256731
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53227
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.858372
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.226139
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79703
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06339
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26459
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46848
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68221
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90639
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02501
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10499
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18845
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27544
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36614
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46062
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55903
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66149
ˆ(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76816
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87917
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99464
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11289
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22899
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34035
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45264
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332879
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640755
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.977224
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243357
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.517965
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.853311
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.220608
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80199
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04173
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23525
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43796
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65046
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87334
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02351
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10345
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18689
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27386
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36452
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45898
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55736
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65978
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76644
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87742
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9908
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10217
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21806
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33296
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44513
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316753
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.620803
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.955395
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230463
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.511329
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.848548
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.215409
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80809
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01503
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20753
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40919
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6205
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84214
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02409
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10407
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18749
„(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2745
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36519
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45963
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55803
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66048
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76709
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87586
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98273
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09397
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20971
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32815
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44024
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.300925
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.600896
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93361
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217938
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507232
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.844069
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.210558
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80689
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9899
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18147
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38206
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59229
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81275
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0268
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10679
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19029
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27732
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36804
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46255
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56099
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66348
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76783
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8704
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97716
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08828
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20394
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32426
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43804
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285173
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.582937
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911903
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205897
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503401
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839885
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.206012
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79339
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9663
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15696
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35659
‡(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56578
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78518
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01547
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11168
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19521
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28235
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37316
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46775
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56627
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66639
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76485
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86733
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97409
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08516
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20072
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32104
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43849
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.269423
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565792
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.890231
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.194275
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.499841
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.83603
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.201788
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70177
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95605
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13405
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33279
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54106
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75941
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98863
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11867
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20236
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2896
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38053
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47525
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57135
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66583
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76426
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86679
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97349
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08456
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20014
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32038
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44161
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.253725
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54873
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.870337
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.186775
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.496542
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.832445
†(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.197877
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57081
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95028
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1274
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31253
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51796
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73538
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9636
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12783
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21163
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29905
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39014
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48242
(338.97, 6.98, 310.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5731
