¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
œ(349.88, 8.84, 313.91) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 23.42597
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51312
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11004
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75087
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46848
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.17533
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.96126
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.7659
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16055
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03254
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21827
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66903
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.33025
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.129058
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.378636
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.638509
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.924181
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.275216
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.660416
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.046858
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.467697
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.926898
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41812
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93512
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50685
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11027
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75093
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46855
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18379
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.97071
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3475
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18974
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07301
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25898
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62391
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.27564
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.117029
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.372625
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.632036
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.915315
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.265506
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.649882
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.039767
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.460168
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.918593
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4134
–(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92998
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50114
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11131
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75186
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46959
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.19355
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52413
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37035
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22117
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11607
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2995
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62658
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.20641
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.105031
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.366822
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.625789
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.906526
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.255881
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.639297
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.032901
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.452913
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.910592
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40914
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92534
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49599
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11316
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75365
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47159
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.20459
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53982
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39492
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25496
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16171
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31262
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64278
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1342
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.093064
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.361226
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.619764
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.898718
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.246339
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.628807
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.02626
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.445935
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.902894
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40533
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92121
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4914
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11581
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7563
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47455
°(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80179
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55714
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42138
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29107
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20998
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32827
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.67986
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.06458
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.081131
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.355838
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.613963
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.892457
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.236884
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.618413
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.019846
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.43923
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.895498
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40025
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91758
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48737
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11928
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75981
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47847
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81297
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57611
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44961
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33163
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26095
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3639
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.71612
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.99763
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.069236
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.350658
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.608387
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.886438
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.227516
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.608115
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.013658
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.432798
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.888409
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39239
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91445
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4839
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11854
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76418
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04416
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82541
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59676
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47963
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37989
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30462
¸(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40834
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75545
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.93324
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.9838
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.057379
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.339375
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.603036
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.880663
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.218238
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.597916
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.007693
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.426644
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.88162
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38487
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91183
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48099
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11528
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35468
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05649
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83915
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62392
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51156
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42373
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34233
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45553
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.79791
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.42091
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.00657
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.62714
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.045563
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.326532
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.597909
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.875131
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.209049
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.587817
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.001959
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.420763
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.875136
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37768
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90971
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47864
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11266
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36677
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0699
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85417
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65412
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54392
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46008
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38267
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50547
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8435
¼(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.57657
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.09941
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.69533
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30432
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.033791
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.31374
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.593008
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.869842
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.199951
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.577822
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.994039
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.415158
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.868957
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37084
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9081
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47685
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67657
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37992
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08447
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87042
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68594
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57077
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.49876
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43117
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55824
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89223
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8022
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.27214
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.76731
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.40063
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.99911
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.69806
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.022062
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.300996
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.58833
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.864794
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.190946
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.567926
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.983121
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.409829
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.86308
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36433
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90699
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47561
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68021
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39406
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1002
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88797
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71316
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59945
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53979
Ò(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48483
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61378
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94809
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3009
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.52169
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98347
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46996
(350.41, 8.88, 314.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0558
