¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
–(399.02, 12.63, 328.90) (365.88, 3.76, 320.48) (0.81, 2.16, 0.81) Human 18.29752
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32156
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44884
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.769651
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.244509
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.775724
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37387
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99156
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62251
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32383
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11796
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00284
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92587
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98244
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09989
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1737
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25139
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3274
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4031
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48277
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.56639
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65418
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74616
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84249
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94324
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04854
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15853
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27331
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39312
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51796
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64813
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.810443
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.29006
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.826935
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41962
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03276
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67681
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38516
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18774
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05546
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08637
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23029
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29282
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.359
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42899
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50279
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58049
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6622
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74797
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83797
»(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93226
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03092
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13413
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24197
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35455
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47208
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59465
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72244
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85561
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.851084
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.335505
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.878027
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45598
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07368
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73127
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44666
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24149
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10215
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14036
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27186
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47179
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53992
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61187
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68769
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7675
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85138
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9394
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03173
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12843
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22957
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33534
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44583
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56116
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68153
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80705
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93786
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07419
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.891342
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.380783
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.929007
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49211
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11436
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78582
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50835
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28963
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14863
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19413
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27153
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65779
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72796
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80202
¸(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88006
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9621
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04831
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1388
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23359
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33281
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43667
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54515
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6585
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77679
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90017
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02886
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96191
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.14786
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929751
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.425894
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.969645
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52795
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15482
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84052
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57022
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33788
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19567
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24775
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27125
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85101
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92337
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99963
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07999
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16444
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25313
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3461
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44352
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54551
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.65212
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76354
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12976
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06235
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2447
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04856
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66125
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21556
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.967897
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.470783
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00141
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56354
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19492
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89531
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62296
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38618
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25063
¶(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30017
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2711
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05183
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12646
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20511
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2879
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37484
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46613
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56179
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66199
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27152
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21005
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3774
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.97692
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57293
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9083
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005717
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.515472
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03291
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59884
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23476
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95019
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6658
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43457
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30563
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30008
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27103
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2606
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33759
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41876
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50411
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59369
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43053
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37851
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39227
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94024
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.52277
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14305
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.84295
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.043209
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.554107
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06412
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63385
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27429
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99926
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7087
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48302
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36079
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30013
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27109
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37722
·(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7294
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59635
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55645
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39373
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.93198
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5037
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.09705
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69674
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.49557
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.082804
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.584523
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09833
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67251
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31828
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04904
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74562
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52436
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40742
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32674
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30273
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41979
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31731
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15414
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07834
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.7548
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27119
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81833
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39881
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44346
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.125997
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.618295
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13599
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7148
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36606
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07485
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77884
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56189
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4502
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36341
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34432
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48727
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47865
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33109
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28465
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02257
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.55304
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.11545
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39418
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.168869
(399.07, 12.60, 328.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.64922
