¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ê (417.51, 13.47, 326.68) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 6.440402
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36588
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.8973
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.968153
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362364
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.799417
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.286549
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.832821
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44956
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07722
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64449
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27555
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98351
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66247
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38933
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.984385
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380328
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.819383
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.308908
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.858008
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47811
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10268
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67277
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31549
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0274
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71124
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4112
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000374
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.398041
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839096
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.330966
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.882852
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50631
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12837
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70127
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36298
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07206
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76086
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.434
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.016129
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.41545
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.858477
·(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352702
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.907306
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53407
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15432
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73005
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41079
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11745
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79687
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45773
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.031567
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432564
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.877559
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.374027
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.931377
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5614
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18045
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75905
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4589
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16362
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81932
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48242
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046749
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.449415
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896326
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.395054
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.95505
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58831
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20677
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79822
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50731
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21058
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84259
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50807
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061687
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.465956
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.914718
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.415659
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.97833
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61475
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23335
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84137
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55596
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2583
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86674
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53465
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.076319
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482182
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.932804
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.435943
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0012
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64072
°(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26013
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88475
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6049
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28276
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89174
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56224
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.090675
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498074
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.95053
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.455814
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02362
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66621
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28709
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9283
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65411
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30636
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.924
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61417
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104741
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.51366
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.967899
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.475289
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04561
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69122
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3224
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9721
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7022
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35159
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98237
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85668
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118478
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.528924
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.984908
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.49437
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06715
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7157
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36158
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01284
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7444
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40574
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04193
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.31293
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131918
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.543855
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.001575
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.51302
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08823
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73968
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39623
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05033
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80213
·(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46098
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10277
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.0934
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145067
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.5584
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.017822
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.531248
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10931
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76964
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42971
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08792
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86215
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51736
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18586
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87508
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.157893
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572642
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.033659
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.549857
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13517
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79914
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46329
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1256
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92229
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5749
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48448
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.65805
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.170366
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586503
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.049122
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.572323
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16063
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82815
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49691
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16339
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98255
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63352
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79403
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.44242
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182544
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600012
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.064199
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.594423
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18555
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85662
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53064
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20123
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0429
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69331
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11502
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.19827
º(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.194368
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.613125
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.081618
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.615997
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21004
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88451
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56437
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25036
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10331
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82329
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62205
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.28969
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.20586
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.625879
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.099872
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.637177
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.234
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91186
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59818
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30305
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16379
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09855
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46895
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43319
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.216986
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638272
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.117625
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.657888
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25743
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93866
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63198
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35568
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22431
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32646
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31818
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22601
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.227792
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.650258
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.134885
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678135
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28036
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96484
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66588
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40833
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28483
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38672
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29032
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17145
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238238
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661852
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151593
¸(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.697874
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30274
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99043
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69977
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46096
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33525
(418.97, 13.40, 325.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44648
