¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
— (403.71, 13.94, 248.46) (382.17, 8.01, 253.39) (0.81, 2.16, 0.81) Human 5.319571
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.350121
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.340036
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.330842
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.322527
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.31508
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.308497
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.303133
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.306469
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.321975
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.351963
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.402747
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.499023
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.532946
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.510175
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.488515
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.467921
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.448375
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.429872
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.41236
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.395854
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.380314
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.365732
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.352105
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.339397
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.327602
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.31671
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.306712
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.297599
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.289351
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.281978
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.275461
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.27025
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.2732
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.286994
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.313207
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.355881
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.426287
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.511295
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.488647
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.467096
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.446608
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.427159
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.408752
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.391341
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.374916
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.359457
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.34496
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.331389
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.318748
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.307024
› (401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.296192
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.286252
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.277184
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.268988
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.261652
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.255167
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.250049
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.252809
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.265688
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.290041
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.328989
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.390429
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.50777
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.500844
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.478251
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.456758
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.436323
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.416939
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.398568
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.3812
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.364822
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.349408
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.334946
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.32142
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.308815
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.297113
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.286312
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.276402
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.267364
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.259186
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.251877
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.24542
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.240349
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.243013
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.255505
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.279035
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.316422
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.374441
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.477501
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.50063
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.478047
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.456554
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.436124
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.416747
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.398388
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.381026
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.36465
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.349243
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.334784
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.321264
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.30866
› (401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.296971
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.286177
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.276263
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.267229
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.259061
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.251755
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.245292
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.240224
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.242887
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.255374
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.278899
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.316273
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.374264
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.477166
(401.94, 14.02, 248.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.8591
(401.94, 14.02, 248.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.86457
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.51064
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.488008
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.466474
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.446003
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.42658
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.408178
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.390786
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.374378
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.358943
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.34445
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.330907
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.318279
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.306565
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.295746
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.285818
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.276769
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.268591
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.261264
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.254789
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.249686
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.252435
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.265315
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.289625
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.328511
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.389817
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.506499
(401.94, 14.02, 248.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.83893
(401.94, 14.02, 248.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.84441
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.531787
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.509052
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.487411
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.466853
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.447341
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.428864
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.411385
£ (401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.394897
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.379397
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.364843
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.351238
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.338551
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.326784
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.315917
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.305945
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.296852
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.288641
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.281281
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.274787
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.269605
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.272533
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.286298
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.312453
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.355001
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.425052
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.566361
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.543462
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.521662
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.500941
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.481286
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.462667
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.445064
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.428462
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.412834
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.398177
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.384461
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.371686
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.359828
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.348884
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.338843
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.329682
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.321403
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.313995
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.307455
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.302126
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.305443
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.320896
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.350747
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.401222
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.496321
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.619659
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.596487
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.574439
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.553491
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.533606
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.514771
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.496958
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.480162
– (401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.464362
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.449533
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.435663
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.422741
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.410749
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.399683
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.389524
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.380256
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.371888
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.364398
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.357773
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.352248
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.356313
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.375288
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.413478
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.487157
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.707134
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.683524
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.66107
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.639732
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.619468
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.60027
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.582153
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.56504
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.548938
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.533841
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.519701
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.506538
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.494333
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.48305
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.472706
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.463284
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.454742
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.44713
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.440383
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.434565
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.440722
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.470701
(401.94, 14.02, 248.32) (381.93, 7.90, 253.54) (0.81, 2.16, 0.81) Human 4.550313
(401.94, 14.02, 248.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.170478
(401.94, 14.02, 248.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407099
(401.94, 14.02, 248.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663961
(401.94, 14.02, 248.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.943634
(401.94, 14.02, 248.32) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.048841
(401.94, 14.02, 248.32) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 7.019538
(401.94, 14.02, 248.32) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.991835
(401.94, 14.02, 248.32) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.965703
(401.94, 14.02, 248.32) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.941114
(401.94, 14.02, 248.32) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.918042
(401.94, 14.02, 248.32) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.896462
(401.94, 14.02, 248.32) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.876354
Ä(401.94, 14.02, 248.32) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.857695
(401.94, 14.02, 248.32) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.840466
(401.94, 14.02, 248.32) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.824653
(401.94, 14.02, 248.32) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.810236
(401.94, 14.02, 248.32) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 6.797202
(401.94, 14.02, 248.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07419
(401.94, 14.02, 248.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43095
