¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ß(429.57, 14.75, 251.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122957
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.96251
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.93267
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.90622
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.88315
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.86342
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.824797
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.144664
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.489544
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.870861
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.299448
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.770392
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.301934
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55287
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26697
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08197
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02682
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13497
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42769
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97145
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.16984
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.14315
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.11987
†(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.09998
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.64118
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.815001
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.132496
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.475965
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.856188
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.282783
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.751706
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.281378
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.875726
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24323
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05461
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9949
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09731
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3764
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87789
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.41719
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.39023
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.36674
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 17.3467
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.80591
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.805044
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.12006
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.462239
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.843468
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.265949
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.732841
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.260632
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.852154
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21925
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02696
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96267
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0593
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32495
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81249
(429.52, 14.81, 251.44) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 17.68134
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.70155
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.66397
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.62961
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.59844
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.79493
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.107495
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.448373
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.830536
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.24896
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.713802
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.239697
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.828375
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19445
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99906
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93019
³(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02095
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27341
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.67636
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.68435
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.69541
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.70956
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.7268
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.74714
(429.52, 14.81, 251.44) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.80938
(429.52, 14.81, 251.44) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.74018
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.784659
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.094803
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.434369
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.817262
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.23182
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.695961
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.218586
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.804404
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16371
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97091
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89741
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9752
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22175
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.91387
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.92265
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.93455
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.94958
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.96776
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 15.9891
(429.52, 14.81, 251.44) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.97959
(429.52, 14.81, 251.44) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.08286
(429.52, 14.81, 251.44) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.84045
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.774237
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.081987
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.420606
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.801736
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.214531
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.679739
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.197302
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.781712
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44421
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94254
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85567
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92155
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16997
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.16178
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.17141
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.1842
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.20019
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.21936
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.24176
¨(429.52, 14.81, 251.44) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.67891
(429.52, 14.81, 251.44) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.74681
(429.52, 14.81, 251.44) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.05017
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.762721
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.069053
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.408421
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.786078
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.197102
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.662498
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.175853
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.759405
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41709
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90423
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80998
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86785
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11816
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.42067
(429.52, 14.81, 251.44) (400.77, 7.54, 238.52) (1.24, 1.54, 1.87) Tools 16.43121
(429.52, 14.81, 251.44) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.4851
(429.52, 14.81, 251.44) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.47035
(429.52, 14.81, 251.44) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.49061
(429.52, 14.81, 251.44) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.51414
(429.52, 14.81, 251.44) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.82629
(429.52, 14.81, 251.44) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.81361
(429.52, 14.81, 251.44) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.8056
(429.52, 14.81, 251.44) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.34258
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.750836
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.056004
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.396059
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.770298
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.179538
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.643316
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.154248
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.735518
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38979
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86482
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76423
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81412
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05532
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51772
(429.52, 14.81, 251.44) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.71122
(429.52, 14.81, 251.44) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.72602
(429.52, 14.81, 251.44) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.7441
(429.52, 14.81, 251.44) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.7655
(429.52, 14.81, 251.44) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.79024
(429.52, 14.81, 251.44) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.98021
(429.52, 14.81, 251.44) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.96754
(429.52, 14.81, 251.44) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.95955
(429.52, 14.81, 251.44) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.95623
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.73885
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.042844
Œ(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.383529
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.754397
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.161842
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.623996
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.132492
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.711474
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36231
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82538
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71845
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76033
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99132
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46063
(429.52, 14.81, 251.44) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 16.99524
(429.52, 14.81, 251.44) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 17.01114
(429.52, 14.81, 251.44) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 17.0304
(429.52, 14.81, 251.44) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 17.05303
(429.52, 14.81, 251.44) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 17.07905
(429.52, 14.81, 251.44) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.14085
(429.52, 14.81, 251.44) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.12819
(429.52, 14.81, 251.44) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.20279
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.726762
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.029579
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.370829
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.73838
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.146364
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.604539
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.110594
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.687274
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33467
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06986
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67264
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70657
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92737
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37801
(429.52, 14.81, 251.44) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 17.2924
(429.52, 14.81, 251.44) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 17.30949
(429.52, 14.81, 251.44) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 17.32999
(429.52, 14.81, 251.44) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.33676
(429.52, 14.81, 251.44) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.30085
(429.52, 14.81, 251.44) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 18.12562
(429.52, 14.81, 251.44) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.29575
(429.52, 14.81, 251.44) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.37096
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.714581
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.017698
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.357969
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.722252
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.130935
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.584959
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.090061
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.662931
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30993
”(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03759
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62682
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6528
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86347
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28352
(429.52, 14.81, 251.44) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.48311
(429.52, 14.81, 251.44) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.4981
(429.52, 14.81, 251.44) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.51654
(429.52, 14.81, 251.44) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.53843
(429.52, 14.81, 251.44) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.56382
(429.52, 14.81, 251.44) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.5927
(429.52, 14.81, 251.44) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 24.47045
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.702307
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.005911
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.34335
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.706019
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.115324
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.565255
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.071162
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.638453
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.283
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00519
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58096
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59912
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79966
(429.52, 14.81, 251.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20313
(429.52, 14.81, 251.44) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.78026
(429.52, 14.81, 251.44) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.79639
(429.52, 14.81, 251.44) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.81603
(429.52, 14.81, 251.44) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.83919
(429.52, 14.81, 251.44) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 17.8659
