¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ı(377.97, 16.06, 284.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.85163
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.241822
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.46385
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096246
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368264
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663496
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.985018
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331622
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704406
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.113949
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.565892
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07585
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65858
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31526
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03748
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8115
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6713
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.036541
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.242747
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.464847
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.704686
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371384
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.666943
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.988821
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332785
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.70564
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115337
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.56743
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07245
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65479
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31095
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03977
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81411
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69774
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.037549
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.243832
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.466014
‘(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.705947
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.372577
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.668217
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990206
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334252
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707311
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.117127
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.569431
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07097
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65146
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30721
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0428
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81756
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7017
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.038704
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.245073
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.467352
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.707393
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37394
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.66972
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.991855
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336084
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709275
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.119321
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571836
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07366
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64863
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30397
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03986
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82185
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70664
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.040008
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.246474
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.468862
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.709024
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37556
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67145
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.993769
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.338223
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.711621
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.12189
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.574678
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07683
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64627
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3013
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03717
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82704
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71257
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.041458
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.248032
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.470541
ˆ(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.710839
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.971084
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67347
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.995919
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340672
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.71429
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.124834
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.577925
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08044
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64439
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29921
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03521
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83308
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71947
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.043055
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.249749
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.472391
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.712837
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.97325
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.675719
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99839
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.343458
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.717344
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.128215
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.581642
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08456
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64541
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2976
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03387
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83997
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72739
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.044798
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.251624
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.474411
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.715021
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.975616
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67817
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001072
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346583
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72078
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131975
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.585824
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08919
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65055
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29657
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0333
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84299
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73628
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.046689
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.253655
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.476601
†(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.717387
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.978182
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680882
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004022
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350019
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.724546
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.136115
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.59039
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0943
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65625
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29607
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0334
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8431
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74621
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.048727
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.255847
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.478961
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.719939
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.980947
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.263909
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.007236
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.353797
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728697
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140667
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.595401
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09988
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66249
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29612
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03418
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84395
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75712
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.050911
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.258195
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.481493
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.722673
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.984851
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.266888
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.010749
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357884
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733179
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.145631
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.600888
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10593
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66928
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30147
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03567
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84564
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76902
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.053242
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.260701
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.484193
€(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.725591
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.988749
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.270092
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014501
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362352
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738024
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150919
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.606791
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11248
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67661
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3097
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03783
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84811
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77828
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.05572
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.263364
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.487064
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.729914
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.991907
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.273526
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018496
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.3671
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.743233
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156689
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613119
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11955
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68448
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31856
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04067
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85139
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78204
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.058343
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.266185
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.490103
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.735531
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.995275
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.277185
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.584313
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.372171
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748804
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.162812
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.619895
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12706
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69288
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32803
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04422
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85547
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78671
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.061113
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.269162
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.494668
ü(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.73896
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.998853
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.281073
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.588552
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.377583
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.754738
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.169331
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.627093
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1351
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70186
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33516
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04848
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8603
(378.14, 15.96, 284.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79229
