¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
É(428.15, 14.92, 245.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11297
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28801
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08829
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0134
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88149
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72369
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65049
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52952
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97435
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33652
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71802
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02271
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30409
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59809
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90542
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22686
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56335
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1111
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.534173
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.820865
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.138642
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.484205
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.866535
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.292025
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.353796
™(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.928143
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56414
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27348
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07159
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99399
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79809
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62965
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57107
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40971
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7443
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09624
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46674
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85721
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1761
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46587
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76871
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08542
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4169
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.529096
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.815304
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.132166
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.477052
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.858599
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.835367
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.344229
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.914824
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5471
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25888
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05476
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9732
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78761
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56443
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46655
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19746
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52296
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.86516
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22528
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60461
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00457
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33882
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63741
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94958
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67981
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.523923
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.809639
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.125576
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.469777
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.85053
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.826632
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.334406
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.899687
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52985
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2441
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0378
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92979
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78934
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56634
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43934
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00318
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31542
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64334
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99316
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36188
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75057
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16062
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5113
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91702
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07353
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.518655
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.803871
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.11888
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.462387
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.842331
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817766
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.324426
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.884401
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51252
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22826
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02071
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88678
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79182
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56914
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44246
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81957
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13972
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46029
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7972
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15158
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52473
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91802
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33307
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28383
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48721
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.513293
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.798003
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.110909
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.454881
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.356741
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808686
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.314269
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.869001
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49504
 (428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20822
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00349
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8442
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76684
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57278
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34405
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64181
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95455
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28327
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61316
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95954
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32407
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70813
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11327
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05929
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65303
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.507841
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.792036
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.10363
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.447262
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.34848
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.799496
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.301346
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.853463
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47739
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18806
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98621
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80197
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71824
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57731
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17939
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47038
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7759
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09692
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43458
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77453
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13087
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50617
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94386
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79733
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23272
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.502301
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.78597
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.096965
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.439531
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340078
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.790107
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.287622
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.837799
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45964
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16776
¦(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96599
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76017
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67012
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5827
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02048
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30499
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60364
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91732
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24712
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59417
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94486
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3118
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81903
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66031
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83267
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.496671
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.779808
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.090194
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927634
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.331513
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.780577
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.280464
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.827927
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44619
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14982
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92991
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71878
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62251
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58899
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86706
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14544
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43751
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74421
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06656
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40559
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7626
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12469
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6989
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52855
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45151
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.490957
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773553
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.08332
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919827
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.322863
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.770905
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.271902
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.819716
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43691
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13916
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93309
¦(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71298
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60477
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47698
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75395
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02212
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30324
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5982
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9079
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23339
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57577
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94041
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58334
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40184
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30425
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.485155
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.767205
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.076346
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911876
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.31402
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.761088
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.260878
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.811378
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42743
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12835
(428.23, 15.05, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9159
