¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ğ(434.19, 13.98, 294.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.05794
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02475
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62331
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29282
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50436
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.478287
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.672679
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.882547
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.109221
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.349024
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609769
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894235
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.205788
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54833
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.926744
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346783
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.815639
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.336041
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.906916
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47912
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17087
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96335
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74214
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61828
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89438
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58147
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1659
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.42069
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.479226
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.673675
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.883636
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.110966
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.351017
´(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611946
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896626
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.208416
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.551226
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.929929
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350347
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.819615
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.32589
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.895424
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47515
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13051
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.917
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70748
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57198
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73886
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02402
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11802
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37542
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.480269
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.674785
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.884829
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.112253
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.353189
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614308
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.899233
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.211265
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.554364
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.933396
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.354192
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.811312
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.31617
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.884486
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47196
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09115
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8718
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67422
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.534
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50943
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7529
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07261
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3319
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.481399
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.675994
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.886159
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.113696
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355561
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.616886
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.902019
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.214318
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557738
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.937144
º(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352461
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.803045
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.306914
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.87407
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46958
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08757
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82776
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64236
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49756
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34721
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49256
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95781
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.2241
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.482642
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.677371
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.88761
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.115289
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.358088
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619624
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905003
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.217623
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561348
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941051
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346999
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.795218
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.298157
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.864139
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46793
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08568
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78487
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61181
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41007
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23063
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24234
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94095
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.84823
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.483979
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.678812
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.889168
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.116957
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360762
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622561
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908216
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.221108
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565224
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941808
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350666
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.787717
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.289787
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.854695
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46703
ï(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08471
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78227
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58256
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.314
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12233
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.998775
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.957636
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.91876
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.882105
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.847633
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.815308
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.785095
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.756964
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.48542
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.680386
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.890872
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.11878
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.363616
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625676
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911611
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.224828
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.567662
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.942825
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.35478
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7867
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.281898
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.845793
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46693
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.88558
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.82923
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.77556
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.72449
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01735
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.94873
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.907957
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.869434
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.833118
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.798975
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.766961
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.737051
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.709208
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.486979
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.682051
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.892672
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.120729
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366674
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62894
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915226
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.228802
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568869
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.944137
‡ (433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.359259
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.791679
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.274453
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.837396
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46757
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.83265
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.77675
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.7235
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.67285
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 11.03706
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.901136
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.860711
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.822521
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.786527
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.752689
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.720975
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.691349
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.66378
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.488647
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.683812
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.894611
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.122836
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369847
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632439
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.919026
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230122
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570312
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.945737
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362071
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.797102
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279266
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.829501
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46631
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.78239
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.72691
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.67407
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.6308
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.99544
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.855938
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.815842
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.777968
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.742278
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.708733
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.677298
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.647941
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.620632
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.490374
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.685709
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.896636
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.125062
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37316
„ (433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.636107
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.921874
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.231642
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57202
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947626
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364165
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802968
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.28579
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.82666
(433.95, 14.06, 292.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45792
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.73474
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.67967
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.62722
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.5938
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 10.95581
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.813087
(433.95, 14.06, 292.06) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 9.773299
