¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ë (430.55, 11.00, 347.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30807
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.519503
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0596
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66687
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11596
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54184
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20035
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13539
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654816
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105801
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.597271
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14689
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76551
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18899
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62088
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63469
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18029
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.719666
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.176169
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675836
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23517
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85901
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26344
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77507
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5541
¶(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22581
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.785004
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.247208
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.755177
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3244
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9293
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33945
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17329
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5959
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27202
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850812
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.318804
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.835319
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4146
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00097
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41691
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59694
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63828
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31884
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.917076
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.391021
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.916221
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50577
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07399
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73234
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06086
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67635
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34469
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.983816
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463878
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.997864
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59787
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14839
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11903
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08762
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69574
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36606
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051003
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.537312
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08021
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6909
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31034
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3727
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1056
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71551
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47495
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.117842
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.611295
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16331
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78485
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56217
¸(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52257
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12397
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73569
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184577
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.685852
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24713
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87967
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.691
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62328
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14268
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75629
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.251757
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.760983
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33162
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9783
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82131
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64297
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16182
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77731
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.319322
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.836589
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4168
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08508
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95306
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66316
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18131
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79877
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.387308
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.912741
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50265
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19288
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08621
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68388
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20163
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8206
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.455645
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.989374
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58911
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30395
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22071
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70513
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22471
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44213
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.524354
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06645
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67818
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41959
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24715
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72686
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24839
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29074
·(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.59342
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14399
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77481
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53611
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2677
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74916
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27263
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44365
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.662776
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22199
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8721
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65351
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28874
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77197
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29745
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.32812
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.73241
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30037
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97012
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77176
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31023
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79528
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36092
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.51835
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.802341
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37914
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06876
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88316
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33223
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84771
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94276
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.75934
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.872522
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46446
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16803
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90393
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37402
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96228
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08627
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.942952
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55168
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26794
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9355
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47986
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0789
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23203
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01353
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63928
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36837
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03351
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58752
·(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40898
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37995
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0843
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72722
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47495
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13315
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69709
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60103
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53017
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15521
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81546
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5854
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23444
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80854
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73526
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62603
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23221
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90999
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68708
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33743
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9219
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87123
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68397
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30993
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00672
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78859
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4421
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4609
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93074
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74221
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39365
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10383
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89057
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54845
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18872
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98317
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90842
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47857
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20126
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99293
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65655
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30163
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03575
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12391
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56362
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29901
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0957
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76642
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35093
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08853
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34092
·(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6488
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39392
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19879
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27802
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40048
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14152
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55925
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73404
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48359
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30218
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41698
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45029
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1947
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80828
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81926
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57338
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40575
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5559
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50028
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24801
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94249
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90451
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66319
(430.69, 11.15, 346.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50953
