¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ş (381.81, 10.71, 321.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.950158
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.622388
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.730957
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.847009
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.971312
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.104742
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.249988
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.408318
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.579827
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.766189
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.970159
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.199534
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.452221
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.734681
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.060437
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.435105
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.8857
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.421614
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.995271
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.666871
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.463659
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.42402
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66748
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.22789
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.626688
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.735542
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.851908
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.976556
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.110369
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.255465
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.414233
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.586236
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.773155
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.977455
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.207544
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.461055
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.74507
š!(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.07207
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.450928
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.910595
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.437456
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.013691
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.68855
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.489546
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.45547
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68901
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.26294
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.63115
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.7403
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.856991
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.981998
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.11621
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.261158
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.420383
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.5929
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.780399
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.985033
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.215867
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.470233
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.755815
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.084104
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.467178
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.935981
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.453867
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.03278
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.711026
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.516399
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.48811
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71148
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.635775
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.745232
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.862261
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.987641
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.122266
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.267159
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.426769
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.599819
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.787921
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.993079
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.224502
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.479759
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.76692
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.096542
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.483858
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.961859
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.470851
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.052541
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.734304
°!(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.544222
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.52196
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73488
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.640563
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.750338
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.867717
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.993484
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.128538
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.273907
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.433391
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.606996
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.795724
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.001593
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.233451
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.489634
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.778383
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.109387
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.500969
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.984056
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.488415
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.072981
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.758393
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.573031
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.55702
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.76902
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.645514
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.755619
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.873361
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.999528
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.135026
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.28089
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.440249
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.614429
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.803808
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.010416
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.242716
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.499858
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.79021
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.122643
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.51852
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.999808
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.506559
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.09411
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.783304
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.602836
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.59332
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.81419
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.651048
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.761074
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.879191
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.005774
²!(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.141731
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.288106
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.447345
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.622122
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.812175
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.019547
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.252299
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.510437
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.8024
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.136305
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.536506
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.016061
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.52529
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.115929
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.80904
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.633647
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.63087
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.86095
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.65695
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.766704
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.88521
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.012221
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.148654
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.295557
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.454679
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.630074
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.820825
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.02899
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.2622
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.521367
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.814955
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.151207
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.559716
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.032822
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.544611
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.138443
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.83561
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.665473
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.66968
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.90933
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.663029
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.772698
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.891417
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.018871
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.155795
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.303245
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.462448
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.638286
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.829759
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.038745
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.272422
²!(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.532654
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.827879
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.167786
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.58412
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.050093
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.564527
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.161661
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.863026
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.69833
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.70977
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.95935
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.669281
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.779365
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.897813
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.025725
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.163155
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.311171
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.471004
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.64676
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.83898
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.048815
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.282965
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.544297
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.841172
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.184752
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.60895
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.067877
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.585044
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.185591
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.891292
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.73223
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.75117
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.96839
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.67571
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.786219
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.904399
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.032782
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.170736
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.319334
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.479818
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.655495
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.848487
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.0592
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.293833
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.556301
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.854836
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.202109
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.633951
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.08618
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.606165
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.210235
©!(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.920419
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.767182
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.79389
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54578
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.682314
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.793262
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 3.91189
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.040043
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.178537
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.327736
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.488893
(381.68, 10.68, 321.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.664494
