¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
õ(431.14, 12.19, 342.38) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 18.52477
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16963
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91789
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7763
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57586
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45485
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51843
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4166
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2337
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.972795
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5613
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22592
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98228
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85066
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67743
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58875
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.689
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60829
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17742
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01639
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61045
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28176
¶(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04624
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92455
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78003
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72412
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86329
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82475
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12026
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05963
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65923
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33713
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10968
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99793
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88367
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85882
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04141
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8293
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06229
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10241
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70747
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39203
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17266
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07082
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98828
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9853
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22348
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02079
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00345
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14474
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7553
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44642
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23501
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14307
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09899
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1129
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40956
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17456
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9537
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18657
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80254
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50022
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29679
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21466
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21904
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2416
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59974
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24535
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03094
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22787
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84927
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55342
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3579
¸(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28561
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33147
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37138
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78803
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31765
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10986
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26867
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8954
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60601
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41836
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35583
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44472
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51774
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.95039
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39148
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19052
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3089
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94091
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65794
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4781
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42523
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55868
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6714
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1136
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46687
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43554
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34854
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98581
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70916
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53708
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49591
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66253
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82619
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27762
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54385
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.76061
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38758
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03004
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75965
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59523
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57305
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75401
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97542
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44239
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67735
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10454
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42599
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07357
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80936
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65255
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64931
Î(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84451
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10297
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60778
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94169
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.4593
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46375
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11637
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85831
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70903
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72461
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93397
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23078
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77369
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.213
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80565
(431.34, 12.76, 340.86) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 22.28254
(431.34, 12.76, 340.86) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 22.28433
(431.34, 12.76, 340.86) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 22.29047
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5008
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15842
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90639
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76449
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79884
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02229
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35887
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94011
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49147
(431.34, 12.76, 340.86) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 22.63961
(431.34, 12.76, 340.86) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 22.63808
(431.34, 12.76, 340.86) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 22.64097
(431.34, 12.76, 340.86) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 22.64827
(431.34, 12.76, 340.86) (449.38, 7.72, 304.57) (3.20, 1.85, 2.97) Tools 24.531
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53715
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19967
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9536
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82331
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87202
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10944
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48713
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10683
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80411
(431.34, 12.76, 340.86) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 23.00994
(431.34, 12.76, 340.86) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 23.00952
(431.34, 12.76, 340.86) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 23.01359
(431.34, 12.76, 340.86) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 23.02214
(431.34, 12.76, 340.86) (449.38, 7.72, 304.57) (3.20, 1.85, 2.97) Tools 23.8304
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57278
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24013
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9999
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87949
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94406
×(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19528
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6155
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27477
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12246
(431.34, 12.76, 340.86) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 21.38419
(431.34, 12.76, 340.86) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 21.36508
(431.34, 12.76, 340.86) (449.38, 7.72, 304.57) (3.20, 1.85, 2.97) Tools 23.93721
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60764
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27974
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04529
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93437
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01487
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27973
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74387
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47521
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40047
(431.34, 12.76, 340.86) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 21.45698
(431.34, 12.76, 340.86) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 21.4056
(431.34, 12.76, 340.86) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 21.35862
(431.34, 12.76, 340.86) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 21.31598
(431.34, 12.76, 340.86) (449.38, 7.72, 304.57) (3.20, 1.85, 2.97) Tools 24.04961
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64171
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31847
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08968
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98791
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08443
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36281
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.87227
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67542
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.68511
(431.34, 12.76, 340.86) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 21.84396
(431.34, 12.76, 340.86) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 21.79192
(431.34, 12.76, 340.86) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 21.74435
(431.34, 12.76, 340.86) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 21.70121
(431.34, 12.76, 340.86) (449.38, 7.72, 304.57) (3.20, 1.85, 2.97) Tools 24.16774
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67498
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35633
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13308
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04003
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15265
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44436
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00034
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87524
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.97652
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.73988
(431.34, 12.76, 340.86) (449.38, 7.72, 304.57) (3.20, 1.85, 2.97) Tools 24.35099
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70743
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39324
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17543
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09072
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21948
×(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52429
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11315
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07444
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.94567
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73901
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42919
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21666
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13989
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28483
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60257
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22406
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24019
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.09923
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76975
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46414
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25684
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18751
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34868
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67907
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33288
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38812
(431.34, 12.76, 340.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24794
(431.34, 12.76, 340.86) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 23.55516
(431.34, 12.76, 340.86) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 23.53336
(431.34, 12.76, 340.86) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 23.51617
(431.34, 12.76, 340.86) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 23.50358
(431.34, 12.76, 340.86) (446.35, 8.21, 303.75) (2.55, 2.61, 2.55) Tools 23.49559
