¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
£(348.89, 7.03, 360.60) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.46159
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.10883
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.353601
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.663603
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.006845
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.388887
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.816604
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.298598
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.845781
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.47219
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19622
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03409
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93483
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23735
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79474
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75837
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80161
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04758
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.348414
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.657871
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.000478
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.381773
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.80861
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.289552
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.835463
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.460316
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18241
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00973
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90387
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20359
ª(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75306
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76256
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70521
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04405
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.343009
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.651896
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.993843
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.374362
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.80028
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.280126
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.824713
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.447948
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16328
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98482
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87202
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16892
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71031
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69157
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61109
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03987
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.337386
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.645682
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.986939
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.366654
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.79162
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.270327
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.813541
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.435097
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14157
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95937
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83926
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13339
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66648
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61858
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51923
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03503
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.331547
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.639231
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.979774
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.358652
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.782629
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.260158
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.801949
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.419914
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11941
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93342
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89237
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09702
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6217
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54362
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42958
œ(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02954
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.325497
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.632544
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.97235
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.350363
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.773319
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.249626
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.789945
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.400396
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09681
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90696
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86097
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05984
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57592
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46682
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31367
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.0234
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.319235
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.625626
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.964668
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.341787
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.763688
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.238735
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.777533
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.380506
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07378
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88001
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82901
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02182
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5292
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4035
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1701
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01662
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.312766
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.618478
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.956732
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.332931
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.753743
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.227489
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.760429
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.360244
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05034
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85258
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79649
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98305
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48152
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34351
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02903
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.06581
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.315533
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.611105
š(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.948549
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.323797
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.743486
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.215896
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.742433
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.339629
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02649
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82468
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76933
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94355
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43295
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28242
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91291
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08849
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.346789
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.603508
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.940117
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.314388
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.732924
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.202407
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.724127
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.318664
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00225
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79809
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76183
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9033
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38354
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22028
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88349
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05891
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.379209
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.595693
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.931444
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.304711
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.722061
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.186023
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.705523
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.297361
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.977628
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79678
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73837
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8623
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33326
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15721
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85421
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03038
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.412811
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.587658
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.922529
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.294767
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.7109
œ(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.169374
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.686623
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.275728
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.974452
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79479
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71442
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82066
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28217
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09311
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82512
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.00283
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.447626
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.579412
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.913382
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.284562
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.69668
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.152469
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.667437
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.269715
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.972182
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79212
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68999
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77709
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22667
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02809
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80835
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.97635
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.492867
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.570955
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.903999
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.274099
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.681452
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.135319
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.659149
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.267265
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.969337
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77566
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6651
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72773
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16103
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96217
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84604
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95087
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.7458
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.546498
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.581555
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.89439
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.263091
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.666005
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.12516
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.656586
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.264319
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.965915
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7541
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63976
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.68709
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09502
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89546
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88188
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6784
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82395
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.602286
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.621101
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.884556
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.249092
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.654299
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.122537
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.653593
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.260878
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.961921
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73215
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61397
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.65638
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02856
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82788
(348.45, 7.03, 361.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91588
